timestamp,local_time,sensor_2,sensor_4,bbox_x1,bbox_y1,bbox_x2,bbox_y2,mv_1,mv_2,mv_3,mv_4,left_eye_x,left_eye_y,right_eye_x,right_eye_y,nose_x,nose_y,mouth_left_x,mouth_left_y,mouth_right_x,mouth_right_y,fhp,prediction,notes,user_id,bad_posture_command,alarm_notification,notification_interval,feedback
558054,2024-08-08 20:36:41,,,,,,,509,509,511,514,,,,,,,,,,,,,,-1,no,no,,
558064,2024-08-08 20:36:41,,,,,,,546,544,546,545,,,,,,,,,,,,,,-1,no,no,,
558064,2024-08-08 20:36:41,,,,,,,546,544,546,545,,,,,,,,,,,,,,-1,no,no,,
558074,2024-08-08 20:36:41,511,545,,,,,,,,,,,,,,,,,,,,,,-1,no,no,,
558554,2024-08-08 20:36:41,,,,,,,509,509,511,507,,,,,,,,,,,,,,-1,no,no,,
558554,2024-08-08 20:36:41,,,,,,,509,509,511,507,,,,,,,,,,,,,,-1,no,no,,
558554,2024-08-08 20:36:41,,,,,,,509,509,511,507,,,,,,,,,,,,,,-1,no,no,,
558564,2024-08-08 20:36:41,,,,,,,546,544,546,543,,,,,,,,,,,,,,-1,no,no,,
558564,2024-08-08 20:36:41,,,,,,,546,544,546,543,,,,,,,,,,,,,,-1,no,no,,
558574,2024-08-08 20:36:41,509,545,,,,,,,,,,,,,,,,,,,,,,-1,no,no,,
559054,2024-08-08 20:36:42,,,,,,,510,509,511,507,,,,,,,,,,,,,,-1,no,no,,
559054,2024-08-08 20:36:42,,,,,,,510,509,511,507,,,,,,,,,,,,,,-1,no,no,,
559054,2024-08-08 20:36:42,,,,,,,510,509,511,507,,,,,,,,,,,,,,-1,no,no,,
559064,2024-08-08 20:36:42,,,,,,,541,544,546,543,,,,,,,,,,,,,,-1,no,no,,
559064,2024-08-08 20:36:42,,,,,,,541,544,546,543,,,,,,,,,,,,,,-1,no,no,,
559074,2024-08-08 20:36:42,509,544,,,,,,,,,,,,,,,,,,,,,,-1,no,no,,
559554,2024-08-08 20:36:42,,,,,,,510,514,511,507,,,,,,,,,,,,,,-1,no,no,,
559554,2024-08-08 20:36:42,,,,,,,510,514,511,507,,,,,,,,,,,,,,-1,no,no,,
559554,2024-08-08 20:36:42,,,,,,,510,514,511,507,,,,,,,,,,,,,,-1,no,no,,
559564,2024-08-08 20:36:42,,,,,,,541,545,546,543,,,,,,,,,,,,,,-1,no,no,,
559564,2024-08-08 20:36:42,,,,,,,541,545,546,543,,,,,,,,,,,,,,-1,no,no,,
559574,2024-08-08 20:36:42,511,544,,,,,,,,,,,,,,,,,,,,,,-1,no,no,,
560054,2024-08-08 20:36:43,,,,,,,510,514,509,507,,,,,,,,,,,,,,-1,no,no,,
560054,2024-08-08 20:36:43,,,,,,,510,514,509,507,,,,,,,,,,,,,,-1,no,no,,
560054,2024-08-08 20:36:43,,,,,,,510,514,509,507,,,,,,,,,,,,,,-1,no,no,,
560064,2024-08-08 20:36:43,,,,,,,541,545,546,543,,,,,,,,,,,,,,-1,no,no,,
560064,2024-08-08 20:36:43,,,,,,,541,545,546,543,,,,,,,,,,,,,,-1,no,no,,
560074,2024-08-08 20:36:43,510,544,,,,,,,,,,,,,,,,,,,,,,-1,no,no,,
560554,2024-08-08 20:36:43,,,,,,,510,514,509,519,,,,,,,,,,,,,,-1,no,no,,
560554,2024-08-08 20:36:43,,,,,,,510,514,509,519,,,,,,,,,,,,,,-1,no,no,,
560554,2024-08-08 20:36:43,,,,,,,510,514,509,519,,,,,,,,,,,,,,-1,no,no,,
560564,2024-08-08 20:36:43,,,,,,,541,545,546,544,,,,,,,,,,,,,,-1,no,no,,
560564,2024-08-08 20:36:43,,,,,,,541,545,546,544,,,,,,,,,,,,,,-1,no,no,,
560574,2024-08-08 20:36:43,513,544,,,,,,,,,,,,,,,,,,,,,,-1,no,no,,
561054,2024-08-08 20:36:44,,,,,,,511,514,509,519,,,,,,,,,,,,,,-1,no,no,,
561054,2024-08-08 20:36:44,,,,,,,511,514,509,519,,,,,,,,,,,,,,-1,no,no,,
561054,2024-08-08 20:36:44,,,,,,,511,514,509,519,,,,,,,,,,,,,,-1,no,no,,
561064,2024-08-08 20:36:44,,,,,,,546,545,546,544,,,,,,,,,,,,,,-1,no,no,,
561064,2024-08-08 20:36:44,,,,,,,546,545,546,544,,,,,,,,,,,,,,-1,no,no,,
561074,2024-08-08 20:36:44,513,545,,,,,,,,,,,,,,,,,,,,,,-1,no,no,,
561554,2024-08-08 20:36:44,,,,,,,511,511,509,519,,,,,,,,,,,,,,-1,no,no,,
561554,2024-08-08 20:36:44,,,,,,,511,511,509,519,,,,,,,,,,,,,,-1,no,no,,
561554,2024-08-08 20:36:44,,,,,,,511,511,509,519,,,,,,,,,,,,,,-1,no,no,,
561564,2024-08-08 20:36:44,,,,,,,546,546,546,544,,,,,,,,,,,,,,-1,no,no,,
561564,2024-08-08 20:36:44,,,,,,,546,546,546,544,,,,,,,,,,,,,,-1,no,no,,
561574,2024-08-08 20:36:44,513,546,,,,,,,,,,,,,,,,,,,,,,-1,no,no,,
562054,2024-08-08 20:36:45,,,,,,,511,511,514,519,,,,,,,,,,,,,,-1,no,no,,
562054,2024-08-08 20:36:45,,,,,,,511,511,514,519,,,,,,,,,,,,,,-1,no,no,,
562054,2024-08-08 20:36:45,,,,,,,511,511,514,519,,,,,,,,,,,,,,-1,no,no,,
562064,2024-08-08 20:36:45,,,,,,,546,546,541,544,,,,,,,,,,,,,,-1,no,no,,
