timestamp,local_time,sensor_2,sensor_4,bbox_x1,bbox_y1,bbox_x2,bbox_y2,mv_1,mv_2,mv_3,mv_4,left_eye_x,left_eye_y,right_eye_x,right_eye_y,nose_x,nose_y,mouth_left_x,mouth_left_y,mouth_right_x,mouth_right_y,fhp,prediction,notes,user_id,bad_posture_command,alarm_notification,notification_interval,feedback
1667054,2024-08-08 20:55:10,,,,,,,599,610,595,599,,,,,,,,,,,,,,-1,no,no,,
1667064,2024-08-08 20:55:10,,,,,,,630,630,634,638,,,,,,,,,,,,,,-1,no,no,,
1667064,2024-08-08 20:55:10,,,,,,,630,630,634,638,,,,,,,,,,,,,,-1,no,no,,
1667074,2024-08-08 20:55:10,601,633,,,,,,,,,,,,,,,,,,,,,,-1,no,no,,
1667554,2024-08-08 20:55:10,,,,,,,599,600,595,599,,,,,,,,,,,,,,-1,no,no,,
1667554,2024-08-08 20:55:10,,,,,,,599,600,595,599,,,,,,,,,,,,,,-1,no,no,,
1667554,2024-08-08 20:55:10,,,,,,,599,600,595,599,,,,,,,,,,,,,,-1,no,no,,
1667564,2024-08-08 20:55:10,,,,,,,630,638,634,638,,,,,,,,,,,,,,-1,no,no,,
1667564,2024-08-08 20:55:10,,,,,,,630,638,634,638,,,,,,,,,,,,,,-1,no,no,,
1667574,2024-08-08 20:55:10,598,635,,,,,,,,,,,,,,,,,,,,,,-1,no,no,,
1668054,2024-08-08 20:55:11,,,,,,,599,600,601,599,,,,,,,,,,,,,,-1,no,no,,
1668054,2024-08-08 20:55:11,,,,,,,599,600,601,599,,,,,,,,,,,,,,-1,no,no,,
1668054,2024-08-08 20:55:11,,,,,,,599,600,601,599,,,,,,,,,,,,,,-1,no,no,,
1668064,2024-08-08 20:55:11,,,,,,,630,638,636,638,,,,,,,,,,,,,,-1,no,no,,
1668064,2024-08-08 20:55:11,,,,,,,630,638,636,638,,,,,,,,,,,,,,-1,no,no,,
1668074,2024-08-08 20:55:11,600,636,,,,,,,,,,,,,,,,,,,,,,-1,no,no,,
1668554,2024-08-08 20:55:11,,,,,,,599,600,601,597,,,,,,,,,,,,,,-1,no,no,,
1668554,2024-08-08 20:55:11,,,,,,,599,600,601,597,,,,,,,,,,,,,,-1,no,no,,
1668554,2024-08-08 20:55:11,,,,,,,599,600,601,597,,,,,,,,,,,,,,-1,no,no,,
1668564,2024-08-08 20:55:11,,,,,,,630,638,636,630,,,,,,,,,,,,,,-1,no,no,,
1668564,2024-08-08 20:55:11,,,,,,,630,638,636,630,,,,,,,,,,,,,,-1,no,no,,
1668574,2024-08-08 20:55:11,599,634,,,,,,,,,,,,,,,,,,,,,,-1,no,no,,
1669054,2024-08-08 20:55:12,,,,,,,598,600,601,597,,,,,,,,,,,,,,-1,no,no,,
1669054,2024-08-08 20:55:12,,,,,,,598,600,601,597,,,,,,,,,,,,,,-1,no,no,,
1669054,2024-08-08 20:55:12,,,,,,,598,600,601,597,,,,,,,,,,,,,,-1,no,no,,
1669064,2024-08-08 20:55:12,,,,,,,641,638,636,630,,,,,,,,,,,,,,-1,no,no,,
1669064,2024-08-08 20:55:12,,,,,,,641,638,636,630,,,,,,,,,,,,,,-1,no,no,,
1669074,2024-08-08 20:55:12,599,636,,,,,,,,,,,,,,,,,,,,,,-1,no,no,,
1669554,2024-08-08 20:55:12,,,,,,,598,602,601,597,,,,,,,,,,,,,,-1,no,no,,
1669554,2024-08-08 20:55:12,,,,,,,598,602,601,597,,,,,,,,,,,,,,-1,no,no,,
1669554,2024-08-08 20:55:12,,,,,,,598,602,601,597,,,,,,,,,,,,,,-1,no,no,,
1669564,2024-08-08 20:55:12,,,,,,,641,641,636,630,,,,,,,,,,,,,,-1,no,no,,
1669564,2024-08-08 20:55:12,,,,,,,641,641,636,630,,,,,,,,,,,,,,-1,no,no,,
1669574,2024-08-08 20:55:12,600,637,,,,,,,,,,,,,,,,,,,,,,-1,no,no,,
1670054,2024-08-08 20:55:13,,,,,,,598,602,597,597,,,,,,,,,,,,,,-1,no,no,,
1670054,2024-08-08 20:55:13,,,,,,,598,602,597,597,,,,,,,,,,,,,,-1,no,no,,
1670054,2024-08-08 20:55:13,,,,,,,598,602,597,597,,,,,,,,,,,,,,-1,no,no,,
1670064,2024-08-08 20:55:13,,,,,,,641,641,639,630,,,,,,,,,,,,,,-1,no,no,,
1670064,2024-08-08 20:55:13,,,,,,,641,641,639,630,,,,,,,,,,,,,,-1,no,no,,
1670074,2024-08-08 20:55:13,599,638,,,,,,,,,,,,,,,,,,,,,,-1,no,no,,
1670554,2024-08-08 20:55:13,,,,,,,598,602,597,599,,,,,,,,,,,,,,-1,no,no,,
1670554,2024-08-08 20:55:13,,,,,,,598,602,597,599,,,,,,,,,,,,,,-1,no,no,,
1670554,2024-08-08 20:55:13,,,,,,,598,602,597,599,,,,,,,,,,,,,,-1,no,no,,
1670564,2024-08-08 20:55:13,,,,,,,641,641,639,636,,,,,,,,,,,,,,-1,no,no,,
1670564,2024-08-08 20:55:13,,,,,,,641,641,639,636,,,,,,,,,,,,,,-1,no,no,,
1670574,2024-08-08 20:55:13,599,639,,,,,,,,,,,,,,,,,,,,,,-1,no,no,,
