timestamp,local_time,sensor_2,sensor_4,bbox_x1,bbox_y1,bbox_x2,bbox_y2,mv_1,mv_2,mv_3,mv_4,left_eye_x,left_eye_y,right_eye_x,right_eye_y,nose_x,nose_y,mouth_left_x,mouth_left_y,mouth_right_x,mouth_right_y,fhp,prediction,notes,user_id,bad_posture_command,alarm_notification,notification_interval,feedback
1425554,2024-08-08 20:51:08,,,,,,,598.0,593.0,603.0,608.0,,,,,,,,,,,,,,-1,no,no,,
1425554,2024-08-08 20:51:08,,,,,,,598.0,593.0,603.0,608.0,,,,,,,,,,,,,,-1,no,no,,
1425554,2024-08-08 20:51:08,,,,,,,598.0,593.0,603.0,608.0,,,,,,,,,,,,,,-1,no,no,,
1425564,2024-08-08 20:51:08,,,,,,,639.0,640.0,640.0,640.0,,,,,,,,,,,,,,-1,no,no,,
1425564,2024-08-08 20:51:08,,,,,,,639.0,640.0,640.0,640.0,,,,,,,,,,,,,,-1,no,no,,
1425574,2024-08-08 20:51:08,601.0,640.0,,,,,,,,,,,,,,,,,,,,,,-1,no,no,,
1426054,2024-08-08 20:51:13,,,,,,,598.0,593.0,602.0,608.0,,,,,,,,,,,,,,-1,no,no,,
1426054,2024-08-08 20:51:13,,,,,,,598.0,593.0,602.0,608.0,,,,,,,,,,,,,,-1,no,no,,
1426054,2024-08-08 20:51:13,,,,,,,598.0,593.0,602.0,608.0,,,,,,,,,,,,,,-1,no,no,,
1426064,2024-08-08 20:51:13,,,,,,,639.0,640.0,639.0,640.0,,,,,,,,,,,,,,-1,no,no,,
1426064,2024-08-08 20:51:13,,,,,,,639.0,640.0,639.0,640.0,,,,,,,,,,,,,,-1,no,no,,
1426074,2024-08-08 20:51:13,600.0,640.0,,,,,,,,,,,,,,,,,,,,,,-1,no,no,,
1426554,2024-08-08 20:51:14,,,,,,,598.0,593.0,602.0,603.0,,,,,,,,,,,,,,-1,no,no,,
1426554,2024-08-08 20:51:14,,,,,,,598.0,593.0,602.0,603.0,,,,,,,,,,,,,,-1,no,no,,
1426554,2024-08-08 20:51:14,,,,,,,598.0,593.0,602.0,603.0,,,,,,,,,,,,,,-1,no,no,,
1426564,2024-08-08 20:51:14,,,,,,,639.0,640.0,639.0,637.0,,,,,,,,,,,,,,-1,no,no,,
1426564,2024-08-08 20:51:14,,,,,,,639.0,640.0,639.0,637.0,,,,,,,,,,,,,,-1,no,no,,
1426574,2024-08-08 20:51:14,599.0,639.0,,,,,,,,,,,,,,,,,,,,,,-1,no,no,,
1427054,2024-08-08 20:51:14,,,,,,,607.0,593.0,602.0,603.0,,,,,,,,,,,,,,-1,no,no,,
1427054,2024-08-08 20:51:14,,,,,,,607.0,593.0,602.0,603.0,,,,,,,,,,,,,,-1,no,no,,
1427054,2024-08-08 20:51:14,,,,,,,607.0,593.0,602.0,603.0,,,,,,,,,,,,,,-1,no,no,,
1427064,2024-08-08 20:51:14,,,,,,,644.0,640.0,639.0,637.0,,,,,,,,,,,,,,-1,no,no,,
1427064,2024-08-08 20:51:14,,,,,,,644.0,640.0,639.0,637.0,,,,,,,,,,,,,,-1,no,no,,
1427074,2024-08-08 20:51:14,601.0,640.0,,,,,,,,,,,,,,,,,,,,,,-1,no,no,,
1427554,2024-08-08 20:51:14,,,,,,,607.0,597.0,602.0,603.0,,,,,,,,,,,,,,-1,no,no,,
1427554,2024-08-08 20:51:14,,,,,,,607.0,597.0,602.0,603.0,,,,,,,,,,,,,,-1,no,no,,
1427554,2024-08-08 20:51:14,,,,,,,607.0,597.0,602.0,603.0,,,,,,,,,,,,,,-1,no,no,,
1427564,2024-08-08 20:51:14,,,,,,,644.0,637.0,639.0,637.0,,,,,,,,,,,,,,-1,no,no,,
1427564,2024-08-08 20:51:14,,,,,,,644.0,637.0,639.0,637.0,,,,,,,,,,,,,,-1,no,no,,
1427574,2024-08-08 20:51:14,602.0,639.0,,,,,,,,,,,,,,,,,,,,,,-1,no,no,,
1428054,2024-08-08 20:51:14,,,,,,,607.0,597.0,609.0,603.0,,,,,,,,,,,,,,-1,no,no,,
1428054,2024-08-08 20:51:14,,,,,,,607.0,597.0,609.0,603.0,,,,,,,,,,,,,,-1,no,no,,
1428054,2024-08-08 20:51:14,,,,,,,607.0,597.0,609.0,603.0,,,,,,,,,,,,,,-1,no,no,,
1428064,2024-08-08 20:51:14,,,,,,,644.0,637.0,636.0,637.0,,,,,,,,,,,,,,-1,no,no,,
1428064,2024-08-08 20:51:14,,,,,,,644.0,637.0,636.0,637.0,,,,,,,,,,,,,,-1,no,no,,
1428074,2024-08-08 20:51:14,604.0,639.0,,,,,,,,,,,,,,,,,,,,,,-1,no,no,,
1428554,2024-08-08 20:51:14,,,,,,,607.0,597.0,609.0,600.0,,,,,,,,,,,,,,-1,no,no,,
1428554,2024-08-08 20:51:14,,,,,,,607.0,597.0,609.0,600.0,,,,,,,,,,,,,,-1,no,no,,
1428554,2024-08-08 20:51:14,,,,,,,607.0,597.0,609.0,600.0,,,,,,,,,,,,,,-1,no,no,,
1428564,2024-08-08 20:51:14,,,,,,,644.0,637.0,636.0,644.0,,,,,,,,,,,,,,-1,no,no,,
1428564,2024-08-08 20:51:14,,,,,,,644.0,637.0,636.0,644.0,,,,,,,,,,,,,,-1,no,no,,
1428574,2024-08-08 20:51:14,603.0,640.0,,,,,,,,,,,,,,,,,,,,,,-1,no,no,,
1429054,2024-08-08 20:51:14,,,,,,,602.0,597.0,609.0,600.0,,,,,,,,,,,,,,-1,no,no,,
1429054,2024-08-08 20:51:14,,,,,,,602.0,597.0,609.0,600.0,,,,,,,,,,,,,,-1,no,no,,
1429054,2024-08-08 20:51:14,,,,,,,602.0,597.0,609.0,600.0,,,,,,,,,,,,,,-1,no,no,,
1429064,2024-08-08 20:51:14,,,,,,,633.0,637.0,636.0,644.0,,,,,,,,,,,,,,-1,no,no,,
1429064,2024-08-08 20:51:14,,,,,,,633.0,637.0,636.0,644.0,,,,,,,,,,,,,,-1,no,no,,
1429074,2024-08-08 20:51:14,602.0,638.0,,,,,,,,,,,,,,,,,,,,,,-1,no,no,,
1429554,2024-08-08 20:51:14,,,,,,,602.0,594.0,609.0,600.0,,,,,,,,,,,,,,-1,no,no,,
1429554,2024-08-08 20:51:14,,,,,,,602.0,594.0,609.0,600.0,,,,,,,,,,,,,,-1,no,no,,
1429554,2024-08-08 20:51:14,,,,,,,602.0,594.0,609.0,600.0,,,,,,,,,,,,,,-1,no,no,,
