timestamp,local_time,sensor_2,sensor_4,bbox_x1,bbox_y1,bbox_x2,bbox_y2,mv_1,mv_2,mv_3,mv_4,left_eye_x,left_eye_y,right_eye_x,right_eye_y,nose_x,nose_y,mouth_left_x,mouth_left_y,mouth_right_x,mouth_right_y,fhp,prediction,notes,user_id,bad_posture_command,alarm_notification,notification_interval,feedback,Unnamed: 0,Notes
14874617,2024-08-13 14:05:00,,,,,,,,,,,,,,,,,,,,,,,,2,no,yes,5.0,1.0,,
14875097,2024-08-13 14:05:00,,,,,,,672.0,672.0,626.0,627.0,,,,,,,,,,,,,,2,no,yes,5.0,1.0,,
14875097,2024-08-13 14:05:00,,,,,,,672.0,672.0,626.0,627.0,,,,,,,,,,,,,,2,no,yes,5.0,1.0,,
14875097,2024-08-13 14:05:00,,,,,,,672.0,672.0,626.0,627.0,,,,,,,,,,,,,,2,no,yes,5.0,1.0,,
14875107,2024-08-13 14:05:00,649.0,734.0,,,,,736.0,731.0,739.0,731.0,,,,,,,,,,,,0.0,,2,no,yes,5.0,1.0,,
14875107,2024-08-13 14:05:00,649.0,734.0,,,,,736.0,731.0,739.0,731.0,,,,,,,,,,,,0.0,,2,no,yes,5.0,1.0,,
14875117,2024-08-13 14:05:01,,,,,,,,,,,,,,,,,,,,,,,,2,no,yes,5.0,1.0,,
14875597,2024-08-13 14:05:01,,,,,,,689.0,672.0,626.0,627.0,,,,,,,,,,,,,,2,no,yes,5.0,1.0,,
14875597,2024-08-13 14:05:01,,,,,,,689.0,672.0,626.0,627.0,,,,,,,,,,,,,,2,no,yes,5.0,1.0,,
14875597,2024-08-13 14:05:01,,,,,,,689.0,672.0,626.0,627.0,,,,,,,,,,,,,,2,no,yes,5.0,1.0,,
14875607,2024-08-13 14:05:01,654.0,733.0,,,,,732.0,731.0,739.0,731.0,,,,,,,,,,,,0.0,,2,no,yes,5.0,1.0,,
14875607,2024-08-13 14:05:01,654.0,733.0,,,,,732.0,731.0,739.0,731.0,,,,,,,,,,,,0.0,,2,no,yes,5.0,1.0,,
14875617,2024-08-13 14:05:01,,,,,,,,,,,,,,,,,,,,,,,,2,no,yes,5.0,1.0,,
14876097,2024-08-13 14:05:01,,,,,,,689.0,658.0,626.0,627.0,,,,,,,,,,,,,,2,no,yes,5.0,1.0,,
14876097,2024-08-13 14:05:01,,,,,,,689.0,658.0,626.0,627.0,,,,,,,,,,,,,,2,no,yes,5.0,1.0,,
14876097,2024-08-13 14:05:01,,,,,,,689.0,658.0,626.0,627.0,,,,,,,,,,,,,,2,no,yes,5.0,1.0,,
14876107,2024-08-13 14:05:01,650.0,738.0,,,,,732.0,749.0,739.0,731.0,,,,,,,,,,,,0.0,,2,no,yes,5.0,1.0,,
14876107,2024-08-13 14:05:01,650.0,738.0,,,,,732.0,749.0,739.0,731.0,,,,,,,,,,,,0.0,,2,no,yes,5.0,1.0,,
14876117,2024-08-13 14:05:01,,,,,,,,,,,,,,,,,,,,,,,,2,no,yes,5.0,1.0,,
14876347,2024-08-13 14:05:01,,,,,,,,,,,,,,,,,,,,,,,,2,no,yes,5.0,1.0,,
14876347,2024-08-13 14:05:01,,,,,,,,,,,,,,,,,,,,,,,,2,no,yes,5.0,1.0,,
14876397,2024-08-13 14:05:01,,,,,,,,,,,,,,,,,,,,,108.0,,,2,no,yes,5.0,1.0,,
14876507,2024-08-13 14:05:01,,,,,,,,,,,,,,,,,,,,,,,,2,no,yes,5.0,1.0,,
14876507,2024-08-13 14:05:01,,,,,,,,,,,,,,,,,,,,,,,,2,no,yes,5.0,1.0,,
14876587,2024-08-13 14:05:01,,,,,,,,,,,,,,,,,,,,,,,,2,no,yes,5.0,1.0,,
14876587,2024-08-13 14:05:01,,,,,,,,,,,,,,,,,,,,,,,,2,no,yes,5.0,1.0,,
14876597,2024-08-13 14:05:01,,,,,,,,,,,,,,,,,,,,,,,,2,no,yes,5.0,1.0,,
14876607,2024-08-13 14:05:01,,,,,,,689.0,658.0,563.0,627.0,,,,,,,,,,,,,,2,no,yes,5.0,1.0,,
14876617,2024-08-13 14:05:01,634.0,718.0,,,,,732.0,749.0,661.0,731.0,,,,,,,,,,,,0.0,,2,no,yes,5.0,1.0,,
14876617,2024-08-13 14:05:01,634.0,718.0,,,,,732.0,749.0,661.0,731.0,,,,,,,,,,,,0.0,,2,no,yes,5.0,1.0,,
14876617,2024-08-13 14:05:01,634.0,718.0,,,,,732.0,749.0,661.0,731.0,,,,,,,,,,,,0.0,,2,no,yes,5.0,1.0,,
14876627,2024-08-13 14:05:01,,,,,,,,,,,,,,,,,,,,,104.0,,,2,no,yes,5.0,1.0,,
14876627,2024-08-13 14:05:01,,,,,,,,,,,,,,,,,,,,,104.0,,,2,no,yes,5.0,1.0,,
14876677,2024-08-13 14:05:01,,,,,,,,,,,,,,,,,,,,,,,,2,no,yes,5.0,1.0,,
14876677,2024-08-13 14:05:01,,,,,,,,,,,,,,,,,,,,,,,,2,no,yes,5.0,1.0,,
14876697,2024-08-13 14:05:01,,,,,,,,,,,,,,,,,,,,,104.0,,,2,no,yes,5.0,1.0,,
14876747,2024-08-13 14:05:01,,,,,,,,,,,,,,,,,,,,,,,,2,no,yes,5.0,1.0,,
14876747,2024-08-13 14:05:01,,,,,,,,,,,,,,,,,,,,,,,,2,no,yes,5.0,1.0,,
14876797,2024-08-13 14:05:01,,,,,,,,,,,,,,,,,,,,,104.0,,,2,no,yes,5.0,1.0,,
14876827,2024-08-13 14:05:01,,,,,,,,,,,,,,,,,,,,,,,,2,no,yes,5.0,1.0,,
14876827,2024-08-13 14:05:01,,,,,,,,,,,,,,,,,,,,,,,,2,no,yes,5.0,1.0,,
14876897,2024-08-13 14:05:01,,,,,,,,,,,,,,,,,,,,,104.0,,,2,no,yes,5.0,1.0,,
14876907,2024-08-13 14:05:01,,,,,,,,,,,,,,,,,,,,,,,,2,no,yes,5.0,1.0,,
14876907,2024-08-13 14:05:01,,,,,,,,,,,,,,,,,,,,,,,,2,no,yes,5.0,1.0,,
14876987,2024-08-13 14:05:01,,,,,,,,,,,,,,,,,,,,,,,,2,no,yes,5.0,1.0,,
14876987,2024-08-13 14:05:01,,,,,,,,,,,,,,,,,,,,,,,,2,no,yes,5.0,1.0,,
14876997,2024-08-13 14:05:02,,,,,,,,,,,,,,,,,,,,,104.0,,,2,no,yes,5.0,1.0,,
14877067,2024-08-13 14:05:02,,,,,,,,,,,,,,,,,,,,,,,,2,no,yes,5.0,1.0,,
14877067,2024-08-13 14:05:02,,,,,,,,,,,,,,,,,,,,,,,,2,no,yes,5.0,1.0,,
14877097,2024-08-13 14:05:02,,,,,,,689.0,658.0,563.0,463.0,,,,,,,,,,,,,,2,no,yes,5.0,1.0,,
14877097,2024-08-13 14:05:02,,,,,,,689.0,658.0,563.0,463.0,,,,,,,,,,,,,,2,no,yes,5.0,1.0,,
14877097,2024-08-13 14:05:02,,,,,,,689.0,658.0,563.0,463.0,,,,,,,,,,,,,,2,no,yes,5.0,1.0,,
14877107,2024-08-13 14:05:02,593.0,678.0,,,,,732.0,749.0,661.0,570.0,,,,,,,,,,,,0.0,,2,no,yes,5.0,1.0,,
14877107,2024-08-13 14:05:02,593.0,678.0,,,,,732.0,749.0,661.0,570.0,,,,,,,,,,,,0.0,,2,no,yes,5.0,1.0,,
14877117,2024-08-13 14:05:04,,,,,,,,,,,,,,,,,,,,,105.0,,,2,no,yes,0.0,1.0,,
14877117,2024-08-13 14:05:04,,,,,,,,,,,,,,,,,,,,,105.0,,,2,no,yes,0.0,1.0,,
14877157,2024-08-13 14:05:04,,,,,,,,,,,,,,,,,,,,,,,,2,no,yes,0.0,1.0,,
14877157,2024-08-13 14:05:04,,,,,,,,,,,,,,,,,,,,,,,,2,no,yes,0.0,1.0,,
14877197,2024-08-13 14:05:04,,,,,,,,,,,,,,,,,,,,,105.0,,,2,no,yes,0.0,1.0,,
14877227,2024-08-13 14:05:04,,,,,,,,,,,,,,,,,,,,,,,,2,no,yes,0.0,1.0,,
14877227,2024-08-13 14:05:04,,,,,,,,,,,,,,,,,,,,,,,,2,no,yes,0.0,1.0,,
14877297,2024-08-13 14:05:04,,,,,,,,,,,,,,,,,,,,,105.0,,,2,no,yes,0.0,1.0,,
14877307,2024-08-13 14:05:04,,,,,,,,,,,,,,,,,,,,,,,,2,no,yes,0.0,1.0,,
14877307,2024-08-13 14:05:04,,,,,,,,,,,,,,,,,,,,,,,,2,no,yes,0.0,1.0,,
14877387,2024-08-13 14:05:04,,,,,,,,,,,,,,,,,,,,,,,,2,no,yes,0.0,1.0,,
14877387,2024-08-13 14:05:04,,,,,,,,,,,,,,,,,,,,,,,,2,no,yes,0.0,1.0,,
14877397,2024-08-13 14:05:04,,,,,,,,,,,,,,,,,,,,,105.0,,,2,no,yes,0.0,1.0,,
14877467,2024-08-13 14:05:04,,,,,,,,,,,,,,,,,,,,,,,,2,no,yes,0.0,1.0,,
14877467,2024-08-13 14:05:04,,,,,,,,,,,,,,,,,,,,,,,,2,no,yes,0.0,1.0,,
14877497,2024-08-13 14:05:04,,,,,,,,,,,,,,,,,,,,,105.0,,,2,no,yes,0.0,1.0,,
14877547,2024-08-13 14:05:04,,,,,,,,,,,,,,,,,,,,,,,,2,no,yes,0.0,1.0,,
14877547,2024-08-13 14:05:04,,,,,,,,,,,,,,,,,,,,,,,,2,no,yes,0.0,1.0,,
