timestamp,local_time,sensor_2,sensor_4,bbox_x1,bbox_y1,bbox_x2,bbox_y2,mv_1,mv_2,mv_3,mv_4,left_eye_x,left_eye_y,right_eye_x,right_eye_y,nose_x,nose_y,mouth_left_x,mouth_left_y,mouth_right_x,mouth_right_y,fhp,prediction,notes,user_id,bad_posture_command,alarm_notification,notification_interval,feedback,model_threshold,model_notes
4067299,2024-08-19 11:00:08,,,,,,,309.0,318.0,315.0,312.0,,,,,,,,,,,,,,-1,no,no,,,,
4067299,2024-08-19 11:00:08,,,,,,,309.0,318.0,315.0,312.0,,,,,,,,,,,,,,-1,no,no,,,,
4067309,2024-08-19 11:00:08,,,,,,,532.0,528.0,516.0,529.0,,,,,,,,,,,,,,-1,no,no,,,,
4067309,2024-08-19 11:00:08,,,,,,,532.0,528.0,516.0,529.0,,,,,,,,,,,,,,-1,no,no,,,,
4067309,2024-08-19 11:00:08,,,,,,,532.0,528.0,516.0,529.0,,,,,,,,,,,,,,-1,no,no,,,,
4067319,2024-08-19 11:00:08,314.0,526.0,,,,,,,,,,,,,,,,,,,,,,-1,no,no,,,72.5,Thresholds changed from nan to 72.5 at 4067319 local time.
4067799,2024-08-19 11:00:14,,,,,,,309.0,318.0,315.0,312.0,,,,,,,,,,,,,,2,no,yes,5.0,1.0,72.5,
4067799,2024-08-19 11:00:14,,,,,,,309.0,318.0,315.0,312.0,,,,,,,,,,,,,,2,no,yes,5.0,1.0,72.5,
4067809,2024-08-19 11:00:14,,,,,,,516.0,528.0,516.0,529.0,,,,,,,,,,,,,,2,no,yes,5.0,1.0,72.5,
4067809,2024-08-19 11:00:14,,,,,,,516.0,528.0,516.0,529.0,,,,,,,,,,,,,,2,no,yes,5.0,1.0,72.5,
4067809,2024-08-19 11:00:14,,,,,,,516.0,528.0,516.0,529.0,,,,,,,,,,,,,,2,no,yes,5.0,1.0,72.5,
4067819,2024-08-19 11:00:14,314.0,522.0,,,,,,,,,,,,,,,,,,,,0.0,,2,no,yes,5.0,1.0,72.5,
4068299,2024-08-19 11:00:14,,,,,,,309.0,342.0,315.0,312.0,,,,,,,,,,,,,,2,no,yes,5.0,1.0,72.5,
4068299,2024-08-19 11:00:14,,,,,,,309.0,342.0,315.0,312.0,,,,,,,,,,,,,,2,no,yes,5.0,1.0,72.5,
4068309,2024-08-19 11:00:14,,,,,,,516.0,505.0,516.0,529.0,,,,,,,,,,,,,,2,no,yes,5.0,1.0,72.5,
4068309,2024-08-19 11:00:14,,,,,,,516.0,505.0,516.0,529.0,,,,,,,,,,,,,,2,no,yes,5.0,1.0,72.5,
4068309,2024-08-19 11:00:14,,,,,,,516.0,505.0,516.0,529.0,,,,,,,,,,,,,,2,no,yes,5.0,1.0,72.5,
4068319,2024-08-19 11:00:14,320.0,517.0,,,,,,,,,,,,,,,,,,,,0.0,,2,no,yes,5.0,1.0,72.5,
4068719,2024-08-19 11:00:15,,,82.0,92.0,150.0,187.0,,,,,,,,,,,,,,,,,,2,no,yes,5.0,1.0,72.5,
4068719,2024-08-19 11:00:15,,,82.0,92.0,150.0,187.0,,,,,,,,,,,,,,,,,,2,no,yes,5.0,1.0,72.5,
4068799,2024-08-19 11:00:15,,,81.0,91.0,151.0,188.0,,,,,,,,,,,,,,,,,,2,no,yes,5.0,1.0,72.5,
4068799,2024-08-19 11:00:15,,,81.0,91.0,151.0,188.0,,,,,,,,,,,,,,,,,,2,no,yes,5.0,1.0,72.5,
4068799,2024-08-19 11:00:15,,,81.0,91.0,151.0,188.0,,,,,,,,,,,,,,,,,,2,no,yes,5.0,1.0,72.5,
4068809,2024-08-19 11:00:15,,,,,,,309.0,342.0,323.0,312.0,,,,,,,,,,,,,,2,no,yes,5.0,1.0,72.5,
4068819,2024-08-19 11:00:15,,,,,,,516.0,505.0,611.0,529.0,,,,,,,,,,,,,,2,no,yes,5.0,1.0,72.5,
4068819,2024-08-19 11:00:15,,,,,,,516.0,505.0,611.0,529.0,,,,,,,,,,,,,,2,no,yes,5.0,1.0,72.5,
4068819,2024-08-19 11:00:15,,,,,,,516.0,505.0,611.0,529.0,,,,,,,,,,,,,,2,no,yes,5.0,1.0,72.5,
4068829,2024-08-19 11:00:15,322.0,540.0,,,,,,,,,,,,,,,,,,,,0.0,,2,no,yes,5.0,1.0,72.5,
4068839,2024-08-19 11:00:15,,,,,,,,,,,,,,,,,,,,,238.0,,,2,no,yes,5.0,1.0,72.5,
4068879,2024-08-19 11:00:15,,,80.0,90.0,149.0,185.0,,,,,,,,,,,,,,,,,,2,no,yes,5.0,1.0,72.5,
4068879,2024-08-19 11:00:15,,,80.0,90.0,149.0,185.0,,,,,,,,,,,,,,,,,,2,no,yes,5.0,1.0,72.5,
4068899,2024-08-19 11:00:15,,,,,,,,,,,,,,,,,,,,,238.0,,,2,no,yes,5.0,1.0,72.5,
4068959,2024-08-19 11:00:15,,,81.0,92.0,146.0,184.0,,,,,,,,,,,,,,,,,,2,no,yes,5.0,1.0,72.5,
4068959,2024-08-19 11:00:15,,,81.0,92.0,146.0,184.0,,,,,,,,,,,,,,,,,,2,no,yes,5.0,1.0,72.5,
4068999,2024-08-19 11:00:15,,,,,,,,,,,,,,,,,,,,,238.0,,,2,no,yes,5.0,1.0,72.5,
4069039,2024-08-19 11:00:15,,,81.0,93.0,145.0,184.0,,,,,,,,,,,,,,,,,,2,no,yes,5.0,1.0,72.5,
4069039,2024-08-19 11:00:15,,,81.0,93.0,145.0,184.0,,,,,,,,,,,,,,,,,,2,no,yes,5.0,1.0,72.5,
4069099,2024-08-19 11:00:15,,,,,,,,,,,,,,,,,,,,,238.0,,,2,no,yes,5.0,1.0,72.5,
4069119,2024-08-19 11:00:15,,,79.0,95.0,145.0,185.0,,,,,,,,,,,,,,,,,,2,no,yes,5.0,1.0,72.5,
4069119,2024-08-19 11:00:15,,,79.0,95.0,145.0,185.0,,,,,,,,,,,,,,,,,,2,no,yes,5.0,1.0,72.5,
4069299,2024-08-19 11:00:15,,,,,,,309.0,342.0,323.0,313.0,,,,,,,,,,,,,,2,no,yes,5.0,1.0,72.5,
4069299,2024-08-19 11:00:15,,,,,,,309.0,342.0,323.0,313.0,,,,,,,,,,,,,,2,no,yes,5.0,1.0,72.5,
4069309,2024-08-19 11:00:15,,,,,,,516.0,505.0,611.0,615.0,,,,,,,,,,,,,,2,no,yes,5.0,1.0,72.5,
4069309,2024-08-19 11:00:15,,,,,,,516.0,505.0,611.0,615.0,,,,,,,,,,,,,,2,no,yes,5.0,1.0,72.5,
4069309,2024-08-19 11:00:15,,,,,,,516.0,505.0,611.0,615.0,,,,,,,,,,,,,,2,no,yes,5.0,1.0,72.5,
4069319,2024-08-19 11:00:15,322.0,562.0,,,,,,,,,,,,,,,,,,,,0.0,,2,no,yes,5.0,1.0,72.5,
4069439,2024-08-19 11:00:15,,,86.0,89.0,154.0,183.0,,,,,104.0,127.0,135.0,124.0,120.0,146.0,110.0,162.0,134.0,160.0,,,,2,no,yes,5.0,1.0,72.5,
4069439,2024-08-19 11:00:15,,,86.0,89.0,154.0,183.0,,,,,104.0,127.0,135.0,124.0,120.0,146.0,110.0,162.0,134.0,160.0,,,,2,no,yes,5.0,1.0,72.5,
4069499,2024-08-19 11:00:15,,,,,,,,,,,,,,,,,,,,,260.0,,,2,no,yes,5.0,1.0,72.5,
4069519,2024-08-19 11:00:15,,,88.0,90.0,155.0,182.0,,,,,,,,,,,,,,,,,,2,no,yes,5.0,1.0,72.5,
