timestamp,local_time,sensor_2,sensor_4,bbox_x1,bbox_y1,bbox_x2,bbox_y2,mv_1,mv_2,mv_3,mv_4,left_eye_x,left_eye_y,right_eye_x,right_eye_y,nose_x,nose_y,mouth_left_x,mouth_left_y,mouth_right_x,mouth_right_y,fhp,prediction,notes,user_id,bad_posture_command,alarm_notification,notification_interval,feedback,model_threshold,model_notes
4179149,2024-08-19 11:02:07,,,81,97,152,199,,,,,,,,,,,,,,,,,,2,no,no,,,,
4179199,2024-08-19 11:02:07,,,,,,,,,,,,,,,,,,,,,246,,,2,no,no,,,,
4179229,2024-08-19 11:02:07,,,81,97,152,200,,,,,,,,,,,,,,,,,,2,no,no,,,,
4179229,2024-08-19 11:02:07,,,81,97,152,200,,,,,,,,,,,,,,,,,,2,no,no,,,,
4179299,2024-08-19 11:02:07,,,,,,,326,321,316,314,,,,,,,,,,,,,,2,no,no,,,,
4179299,2024-08-19 11:02:07,,,,,,,326,321,316,314,,,,,,,,,,,,,,2,no,no,,,,
4179309,2024-08-19 11:02:07,,,81,98,151,198,558,542,543,557,,,,,,,,,,,,,,2,no,no,,,,
4179309,2024-08-19 11:02:07,,,81,98,151,198,558,542,543,557,,,,,,,,,,,,,,2,no,no,,,,
4179309,2024-08-19 11:02:07,,,81,98,151,198,558,542,543,557,,,,,,,,,,,,,,2,no,no,,,,
4179309,2024-08-19 11:02:07,,,81,98,151,198,558,542,543,557,,,,,,,,,,,,,,2,no,no,,,,
4179319,2024-08-19 11:02:07,319,550,,,,,,,,,,,,,,,,,,,,0,,2,no,no,,,,
4179319,2024-08-19 11:02:07,319,550,,,,,,,,,,,,,,,,,,,,0,,2,no,no,,,,
4179349,2024-08-19 11:02:07,,,,,,,,,,,,,,,,,,,,,251,,,2,no,no,,,,
4179389,2024-08-19 11:02:07,,,81,96,153,199,,,,,,,,,,,,,,,,,,2,no,no,,,,
4179389,2024-08-19 11:02:07,,,81,96,153,199,,,,,,,,,,,,,,,,,,2,no,no,,,,
