timestamp,local_time,sensor_2,sensor_4,bbox_x1,bbox_y1,bbox_x2,bbox_y2,mv_1,mv_2,mv_3,mv_4,left_eye_x,left_eye_y,right_eye_x,right_eye_y,nose_x,nose_y,mouth_left_x,mouth_left_y,mouth_right_x,mouth_right_y,fhp,prediction,notes,user_id,bad_posture_command,alarm_notification,notification_interval,feedback,model_threshold,model_notes
4085309,2024-08-19 11:00:34,,,,,,,615,611,612,609,,,,,,,,,,,,,,2,no,no,,,,
4085309,2024-08-19 11:00:34,,,,,,,615,611,612,609,,,,,,,,,,,,,,2,no,no,,,,
4085309,2024-08-19 11:00:34,,,,,,,615,611,612,609,,,,,,,,,,,,,,2,no,no,,,,
4085319,2024-08-19 11:00:34,313,612,,,,,,,,,,,,,,,,,,,,0,,2,no,no,,,,
4085349,2024-08-19 11:00:34,,,83,94,150,191,,,,,100,129,133,129,115,151,105,168,130,168,,,,2,no,no,,,,
4085349,2024-08-19 11:00:34,,,83,94,150,191,,,,,100,129,133,129,115,151,105,168,130,168,,,,2,no,no,,,,
4085399,2024-08-19 11:00:34,,,,,,,,,,,,,,,,,,,,,319,,,2,no,no,,,,
4085429,2024-08-19 11:00:34,,,82,93,152,191,,,,,101,131,134,130,118,152,107,171,131,171,,,,2,no,no,,,,
4085429,2024-08-19 11:00:34,,,82,93,152,191,,,,,101,131,134,130,118,152,107,171,131,171,,,,2,no,no,,,,
4085799,2024-08-19 11:00:34,,,,,,,308,312,309,313,,,,,,,,,,,,,,2,no,no,,,,
4085799,2024-08-19 11:00:34,,,,,,,308,312,309,313,,,,,,,,,,,,,,2,no,no,,,,
4085809,2024-08-19 11:00:34,,,,,,,618,611,612,609,,,,,,,,,,,,,,2,no,no,,,,
4085809,2024-08-19 11:00:34,,,,,,,618,611,612,609,,,,,,,,,,,,,,2,no,no,,,,
4085809,2024-08-19 11:00:34,,,,,,,618,611,612,609,,,,,,,,,,,,,,2,no,no,,,,
4085819,2024-08-19 11:00:34,311,613,,,,,,,,,,,,,,,,,,,,0,,2,no,no,,,,
4085909,2024-08-19 11:00:34,,,84,97,152,192,,,,,101,133,134,132,116,153,105,170,131,170,,,,2,no,no,,,,
4085909,2024-08-19 11:00:34,,,84,97,152,192,,,,,101,133,134,132,116,153,105,170,131,170,,,,2,no,no,,,,
4086149,2024-08-19 11:00:34,,,82,95,151,192,,,,,,,,,,,,,,,,,,2,no,no,,,,
4086149,2024-08-19 11:00:34,,,82,95,151,192,,,,,,,,,,,,,,,,,,2,no,no,,,,
4086299,2024-08-19 11:00:35,,,,,,,308,314,309,313,,,,,,,,,,,,,,2,no,no,,,,
4086299,2024-08-19 11:00:35,,,,,,,308,314,309,313,,,,,,,,,,,,,,2,no,no,,,,
4086309,2024-08-19 11:00:35,,,,,,,618,612,612,609,,,,,,,,,,,,,,2,no,no,,,,
4086309,2024-08-19 11:00:35,,,,,,,618,612,612,609,,,,,,,,,,,,,,2,no,no,,,,
4086309,2024-08-19 11:00:35,,,,,,,618,612,612,609,,,,,,,,,,,,,,2,no,no,,,,
4086319,2024-08-19 11:00:35,311,613,,,,,,,,,,,,,,,,,,,,0,,2,no,no,,,,
4086709,2024-08-19 11:00:35,,,82,95,152,194,,,,,100,131,134,131,115,152,104,169,130,170,,,,2,no,no,,,,
4086709,2024-08-19 11:00:35,,,82,95,152,194,,,,,100,131,134,131,115,152,104,169,130,170,,,,2,no,no,,,,
4086799,2024-08-19 11:00:35,,,,,,,308,314,325,313,,,,,,,,,,,,,,2,no,no,,,,
4086799,2024-08-19 11:00:35,,,,,,,308,314,325,313,,,,,,,,,,,,,,2,no,no,,,,
4086809,2024-08-19 11:00:35,,,,,,,618,612,616,609,,,,,,,,,,,,,,2,no,no,,,,
4086809,2024-08-19 11:00:35,,,,,,,618,612,616,609,,,,,,,,,,,,,,2,no,no,,,,
4086809,2024-08-19 11:00:35,,,,,,,618,612,616,609,,,,,,,,,,,,,,2,no,no,,,,
4086819,2024-08-19 11:00:35,315,614,,,,,,,,,,,,,,,,,,,,0,,2,no,no,,,,
4086869,2024-08-19 11:00:35,,,85,97,153,194,,,,,101,132,135,132,116,154,105,171,130,171,,,,2,no,no,,,,
4086869,2024-08-19 11:00:35,,,85,97,153,194,,,,,101,132,135,132,116,154,105,171,130,171,,,,2,no,no,,,,
4086899,2024-08-19 11:00:35,,,,,,,,,,,,,,,,,,,,,319,,,2,no,no,,,,
4086949,2024-08-19 11:00:35,,,85,97,152,193,,,,,101,131,134,132,115,153,105,170,130,171,,,,2,no,no,,,,
4086949,2024-08-19 11:00:35,,,85,97,152,193,,,,,101,131,134,132,115,153,105,170,130,171,,,,2,no,no,,,,
4086999,2024-08-19 11:00:35,,,,,,,,,,,,,,,,,,,,,319,,,2,no,no,,,,
4087029,2024-08-19 11:00:35,,,84,96,152,192,,,,,102,131,135,132,117,153,105,169,130,170,,,,2,no,no,,,,
4087029,2024-08-19 11:00:35,,,84,96,152,192,,,,,102,131,135,132,117,153,105,169,130,170,,,,2,no,no,,,,
4087099,2024-08-19 11:00:35,,,,,,,,,,,,,,,,,,,,,319,,,2,no,no,,,,
4087109,2024-08-19 11:00:35,,,85,97,152,191,,,,,102,132,135,132,116,152,106,170,131,170,,,,2,no,no,,,,
4087109,2024-08-19 11:00:35,,,85,97,152,191,,,,,102,132,135,132,116,152,106,170,131,170,,,,2,no,no,,,,
4087189,2024-08-19 11:00:35,,,84,96,153,193,,,,,102,132,136,132,117,153,105,170,131,171,,,,2,no,no,,,,
4087189,2024-08-19 11:00:35,,,84,96,153,193,,,,,102,132,136,132,117,153,105,170,131,171,,,,2,no,no,,,,
4087199,2024-08-19 11:00:35,,,,,,,,,,,,,,,,,,,,,319,,,2,no,no,,,,
4087269,2024-08-19 11:00:35,,,85,97,152,191,,,,,102,132,135,132,116,153,104,169,131,170,,,,2,no,no,,,,
4087269,2024-08-19 11:00:35,,,85,97,152,191,,,,,102,132,135,132,116,153,104,169,131,170,,,,2,no,no,,,,
4087299,2024-08-19 11:00:35,,,,,,,,,,,,,,,,,,,,,,,,2,no,no,,,,
