timestamp,local_time,sensor_2,sensor_4,bbox_x1,bbox_y1,bbox_x2,bbox_y2,mv_1,mv_2,mv_3,mv_4,left_eye_x,left_eye_y,right_eye_x,right_eye_y,nose_x,nose_y,mouth_left_x,mouth_left_y,mouth_right_x,mouth_right_y,fhp,prediction,notes,user_id,alarm_notification,notification_interval,feedback,model_threshold,model_notes
18234138,2024-08-29 17:08:20,,,74.0,77.0,155.0,186.0,,,,,96.0,118.0,134.0,120.0,113.0,147.0,98.0,160.0,130.0,163.0,,,,-1,no,,,,
18234168,2024-08-29 17:08:20,,,,,,,474.0,474.0,472.0,474.0,,,,,,,,,,,,,,-1,no,,,,
18234178,2024-08-29 17:08:20,,,,,,,586.0,586.0,584.0,585.0,,,,,,,,,,,,,,-1,no,,,,
18234188,2024-08-29 17:08:21,474.0,585.0,,,,,,,,,,,,,,,,,,,131.0,,,-1,no,,,,
18234228,2024-08-29 17:08:21,,,75.0,77.0,156.0,186.0,,,,,95.0,118.0,134.0,120.0,112.0,146.0,98.0,159.0,129.0,161.0,,,,-1,no,,,,
18234268,2024-08-29 17:08:21,,,,,,,,,,,,,,,,,,,,,131.0,,,-1,no,,,,
18234298,2024-08-29 17:08:21,,,74.0,78.0,156.0,187.0,,,,,95.0,119.0,135.0,120.0,113.0,147.0,98.0,160.0,131.0,162.0,,,,-1,no,,,,
18234368,2024-08-29 17:08:21,,,,,,,,,,,,,,,,,,,,,131.0,,,-1,no,,,,
18234378,2024-08-29 17:08:21,,,74.0,78.0,155.0,186.0,,,,,96.0,119.0,134.0,121.0,113.0,148.0,99.0,160.0,130.0,162.0,,,,-1,no,,,,
18234458,2024-08-29 17:08:21,,,75.0,80.0,155.0,185.0,,,,,95.0,120.0,133.0,121.0,112.0,148.0,98.0,160.0,130.0,162.0,,,,-1,no,,,,
18234468,2024-08-29 17:08:21,,,,,,,,,,,,,,,,,,,,,131.0,,,-1,no,,,,
18234538,2024-08-29 17:08:21,,,76.0,80.0,154.0,189.0,,,,,97.0,120.0,134.0,122.0,113.0,147.0,98.0,161.0,130.0,163.0,,,,-1,no,,,,
18234568,2024-08-29 17:08:21,,,,,,,,,,,,,,,,,,,,,131.0,,,-1,no,,,,
18234618,2024-08-29 17:08:21,,,76.0,81.0,154.0,187.0,,,,,96.0,120.0,134.0,122.0,112.0,147.0,99.0,160.0,129.0,163.0,,,,-1,no,,,,
18234668,2024-08-29 17:08:21,,,,,,,472.0,474.0,472.0,474.0,,,,,,,,,,,,,,-1,no,,,,
18234678,2024-08-29 17:08:21,,,,,,,585.0,586.0,584.0,585.0,,,,,,,,,,,,,,-1,no,,,,
18234688,2024-08-29 17:08:21,473.0,585.0,,,,,,,,,,,,,,,,,,,132.0,0.0,,2,no,,,62.5,Thresholds changed from nan to 62.5 at 18234688 local time.
18234708,2024-08-29 17:08:26,,,76.0,79.0,155.0,187.0,,,,,96.0,120.0,134.0,122.0,112.0,148.0,99.0,161.0,130.0,163.0,,,,2,yes,1.0,1.0,62.5,
18234768,2024-08-29 17:08:26,,,,,,,,,,,,,,,,,,,,,132.0,,,2,yes,1.0,1.0,62.5,
18234778,2024-08-29 17:08:26,,,76.0,80.0,155.0,189.0,,,,,96.0,121.0,135.0,122.0,113.0,148.0,100.0,162.0,131.0,164.0,,,,2,yes,1.0,1.0,62.5,
18234858,2024-08-29 17:08:26,,,76.0,79.0,155.0,187.0,,,,,97.0,120.0,135.0,121.0,114.0,147.0,100.0,161.0,131.0,162.0,,,,2,yes,1.0,1.0,62.5,
18234868,2024-08-29 17:08:26,,,,,,,,,,,,,,,,,,,,,132.0,,,2,yes,1.0,1.0,62.5,
18234938,2024-08-29 17:08:26,,,75.0,78.0,156.0,188.0,,,,,96.0,119.0,136.0,121.0,114.0,146.0,100.0,160.0,130.0,163.0,,,,2,yes,1.0,1.0,62.5,
