timestamp,local_time,sensor_2,sensor_4,bbox_x1,bbox_y1,bbox_x2,bbox_y2,mv_1,mv_2,mv_3,mv_4,left_eye_x,left_eye_y,right_eye_x,right_eye_y,nose_x,nose_y,mouth_left_x,mouth_left_y,mouth_right_x,mouth_right_y,fhp,prediction,notes,user_id,bad_posture_command,alarm_notification,notification_interval,feedback
2386054,2024-08-08 21:07:09,,,,,,,681.0,681.0,683.0,684.0,,,,,,,,,,,,,,-1,no,no,,
2386054,2024-08-08 21:07:09,,,,,,,681.0,681.0,683.0,684.0,,,,,,,,,,,,,,-1,no,no,,
2386054,2024-08-08 21:07:09,,,,,,,681.0,681.0,683.0,684.0,,,,,,,,,,,,,,-1,no,no,,
2386064,2024-08-08 21:07:14,,,,,,,725.0,722.0,736.0,718.0,,,,,,,,,,,,,,-1,no,no,,
2386064,2024-08-08 21:07:14,,,,,,,725.0,722.0,736.0,718.0,,,,,,,,,,,,,,-1,no,no,,
2386074,2024-08-08 21:07:14,682.0,725.0,,,,,,,,,,,,,,,,,,,,,,-1,no,no,,
2386554,2024-08-08 21:07:14,,,,,,,681.0,681.0,683.0,685.0,,,,,,,,,,,,,,-1,no,no,,
2386554,2024-08-08 21:07:14,,,,,,,681.0,681.0,683.0,685.0,,,,,,,,,,,,,,-1,no,no,,
2386554,2024-08-08 21:07:14,,,,,,,681.0,681.0,683.0,685.0,,,,,,,,,,,,,,-1,no,no,,
2386564,2024-08-08 21:07:14,,,,,,,725.0,722.0,736.0,717.0,,,,,,,,,,,,,,-1,no,no,,
2386564,2024-08-08 21:07:14,,,,,,,725.0,722.0,736.0,717.0,,,,,,,,,,,,,,-1,no,no,,
2386574,2024-08-08 21:07:14,683.0,725.0,,,,,,,,,,,,,,,,,,,,,,-1,no,no,,
2387054,2024-08-08 21:07:14,,,,,,,692.0,681.0,683.0,685.0,,,,,,,,,,,,,,-1,no,no,,
2387054,2024-08-08 21:07:14,,,,,,,692.0,681.0,683.0,685.0,,,,,,,,,,,,,,-1,no,no,,
2387054,2024-08-08 21:07:14,,,,,,,692.0,681.0,683.0,685.0,,,,,,,,,,,,,,-1,no,no,,
2387064,2024-08-08 21:07:14,,,,,,,722.0,722.0,736.0,717.0,,,,,,,,,,,,,,-1,no,no,,
2387064,2024-08-08 21:07:14,,,,,,,722.0,722.0,736.0,717.0,,,,,,,,,,,,,,-1,no,no,,
2387074,2024-08-08 21:07:14,685.0,724.0,,,,,,,,,,,,,,,,,,,,,,-1,no,no,,
2387554,2024-08-08 21:07:14,,,,,,,692.0,679.0,683.0,685.0,,,,,,,,,,,,,,-1,no,no,,
2387554,2024-08-08 21:07:14,,,,,,,692.0,679.0,683.0,685.0,,,,,,,,,,,,,,-1,no,no,,
2387554,2024-08-08 21:07:14,,,,,,,692.0,679.0,683.0,685.0,,,,,,,,,,,,,,-1,no,no,,
2387564,2024-08-08 21:07:14,685.0,725.0,,,,,722.0,725.0,736.0,717.0,,,,,,,,,,,,,,-1,no,no,,
2387564,2024-08-08 21:07:14,685.0,725.0,,,,,722.0,725.0,736.0,717.0,,,,,,,,,,,,,,-1,no,no,,
2387564,2024-08-08 21:07:14,685.0,725.0,,,,,722.0,725.0,736.0,717.0,,,,,,,,,,,,,,-1,no,no,,
2388054,2024-08-08 21:07:14,,,,,,,692.0,679.0,680.0,685.0,,,,,,,,,,,,,,-1,no,no,,
2388054,2024-08-08 21:07:14,,,,,,,692.0,679.0,680.0,685.0,,,,,,,,,,,,,,-1,no,no,,
2388054,2024-08-08 21:07:14,,,,,,,692.0,679.0,680.0,685.0,,,,,,,,,,,,,,-1,no,no,,
2388064,2024-08-08 21:07:14,,,,,,,722.0,725.0,719.0,717.0,,,,,,,,,,,,,,-1,no,no,,
2388064,2024-08-08 21:07:14,,,,,,,722.0,725.0,719.0,717.0,,,,,,,,,,,,,,-1,no,no,,
2388074,2024-08-08 21:07:14,684.0,721.0,,,,,,,,,,,,,,,,,,,,,,-1,no,no,,
2388554,2024-08-08 21:07:15,,,,,,,692.0,679.0,680.0,688.0,,,,,,,,,,,,,,-1,no,no,,
2388554,2024-08-08 21:07:15,,,,,,,692.0,679.0,680.0,688.0,,,,,,,,,,,,,,-1,no,no,,
2388554,2024-08-08 21:07:15,,,,,,,692.0,679.0,680.0,688.0,,,,,,,,,,,,,,-1,no,no,,
2388564,2024-08-08 21:07:15,,,,,,,722.0,725.0,719.0,731.0,,,,,,,,,,,,,,-1,no,no,,
2388564,2024-08-08 21:07:15,,,,,,,722.0,725.0,719.0,731.0,,,,,,,,,,,,,,-1,no,no,,
