timestamp,local_time,sensor_2,sensor_4,bbox_x1,bbox_y1,bbox_x2,bbox_y2,mv_1,mv_2,mv_3,mv_4,left_eye_x,left_eye_y,right_eye_x,right_eye_y,nose_x,nose_y,mouth_left_x,mouth_left_y,mouth_right_x,mouth_right_y,fhp,prediction,notes,user_id,alarm_notification,notification_interval,feedback,model_threshold,model_notes
4995598,2024-08-29 13:27:50,nan,nan,84,77,162,177,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,no,no,nan,nan
4995598,2024-08-29 13:27:50,nan,nan,84,77,162,177,nan,nan,nan,nan,103,115,140,115,120,137,106,154,137,155,nan,nan,2,no,no,nan,nan
4995668,2024-08-29 13:27:50,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,no,no,nan,nan
4995668,2024-08-29 13:27:50,nan,nan,nan,nan,nan,nan,517,517,514,519,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,no,no,nan,nan
4995668,2024-08-29 13:27:50,nan,nan,nan,nan,nan,nan,517,517,514,519,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,no,no,nan,nan
4995678,2024-08-29 13:27:50,nan,nan,nan,nan,nan,nan,627,627,624,625,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,no,no,nan,nan
4995678,2024-08-29 13:27:50,nan,nan,nan,nan,nan,nan,627,627,624,625,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,no,no,nan,nan
4995688,2024-08-29 13:27:50,517,626,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,2,no,no,nan,nan,
4995758,2024-08-29 13:27:50,nan,nan,85,78,162,177,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,no,no,nan,nan
4995758,2024-08-29 13:27:50,nan,nan,85,78,162,177,nan,nan,nan,nan,104,117,141,118,121,138,107,154,138,155,nan,nan,2,no,no,nan,nan
4995838,2024-08-29 13:27:50,nan,nan,83,76,163,178,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,no,no,nan,nan
4995838,2024-08-29 13:27:50,nan,nan,83,76,163,178,nan,nan,nan,nan,104,115,139,118,120,137,107,154,135,156,nan,nan,2,no,no,nan,nan
4995868,2024-08-29 13:27:50,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,129,nan,2,no,no,nan,nan
4995918,2024-08-29 13:27:50,nan,nan,85,79,163,176,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,no,no,nan,nan
4995918,2024-08-29 13:27:50,nan,nan,85,79,163,176,nan,nan,nan,nan,105,116,140,116,120,136,108,154,137,155,nan,nan,2,no,no,nan,nan
4995968,2024-08-29 13:27:50,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,129,nan,2,no,no,nan,nan
4995998,2024-08-29 13:27:50,nan,nan,82,77,160,178,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,no,no,nan,nan
4995998,2024-08-29 13:27:50,nan,nan,82,77,160,178,nan,nan,nan,nan,104,115,139,118,121,138,107,155,135,156,nan,nan,2,no,no,nan,nan
4996068,2024-08-29 13:27:50,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,129,nan,2,no,no,nan,nan
4996078,2024-08-29 13:27:50,nan,nan,83,81,162,179,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,no,no,nan,nan
4996078,2024-08-29 13:27:50,nan,nan,83,81,162,179,nan,nan,nan,nan,103,117,139,118,120,137,106,155,137,156,nan,nan,2,no,no,nan,nan
4996158,2024-08-29 13:27:51,nan,nan,82,78,161,177,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,no,no,nan,nan
4996158,2024-08-29 13:27:51,nan,nan,82,78,161,177,nan,nan,nan,nan,104,116,140,117,122,138,106,154,138,154,nan,nan,2,no,no,nan,nan
4996168,2024-08-29 13:27:51,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,no,no,nan,nan
4996178,2024-08-29 13:27:51,nan,nan,nan,nan,nan,nan,517,517,514,515,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,no,no,nan,nan
4996178,2024-08-29 13:27:51,nan,nan,nan,nan,nan,nan,517,517,514,515,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,no,no,nan,nan
4996188,2024-08-29 13:27:51,nan,nan,nan,nan,nan,nan,627,627,624,626,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,no,no,nan,nan
4996188,2024-08-29 13:27:51,nan,nan,nan,nan,nan,nan,627,627,624,626,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,no,no,nan,nan
4996198,2024-08-29 13:27:51,516,626,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,2,no,no,nan,nan,
