timestamp,local_time,sensor_2,sensor_4,bbox_x1,bbox_y1,bbox_x2,bbox_y2,mv_1,mv_2,mv_3,mv_4,left_eye_x,left_eye_y,right_eye_x,right_eye_y,nose_x,nose_y,mouth_left_x,mouth_left_y,mouth_right_x,mouth_right_y,fhp,prediction,notes,user_id,bad_posture_command,alarm_notification,notification_interval,feedback
15065877,2024-08-13 14:08:08,,,,,,,,,,,123.0,137.0,152.0,141.0,139.0,158.0,119.0,169.0,145.0,172.0,,,,-1,no,no,,
15065877,2024-08-13 14:08:08,,,,,,,,,,,123.0,137.0,152.0,141.0,139.0,158.0,119.0,169.0,145.0,172.0,,,,-1,no,no,,
15065897,2024-08-13 14:08:08,,,,,,,,,,,,,,,,,,,,,1753.0,,,-1,no,no,,
15065957,2024-08-13 14:08:08,,,,,,,,,,,123.0,136.0,155.0,138.0,140.0,156.0,120.0,169.0,148.0,171.0,,,,-1,no,no,,
15065957,2024-08-13 14:08:08,,,,,,,,,,,123.0,136.0,155.0,138.0,140.0,156.0,120.0,169.0,148.0,171.0,,,,-1,no,no,,
15065997,2024-08-13 14:08:08,,,,,,,,,,,,,,,,,,,,,1753.0,,,-1,no,no,,
15066037,2024-08-13 14:08:08,,,100.0,102.0,170.0,191.0,,,,,127.0,136.0,155.0,140.0,142.0,155.0,124.0,168.0,149.0,171.0,,,,-1,no,no,,
15066037,2024-08-13 14:08:08,,,100.0,102.0,170.0,191.0,,,,,127.0,136.0,155.0,140.0,142.0,155.0,124.0,168.0,149.0,171.0,,,,-1,no,no,,
15066097,2024-08-13 14:08:08,,,,,,,8191.0,8190.0,598.0,627.0,,,,,,,,,,,,,,-1,no,no,,
15066097,2024-08-13 14:08:08,,,,,,,8191.0,8190.0,598.0,627.0,,,,,,,,,,,,,,-1,no,no,,
15066107,2024-08-13 14:08:08,850.0,728.0,,,,,716.0,730.0,730.0,736.0,,,,,,,,,,,,,Sensor 2 val replaced by max valid val ,-1,no,no,,
15066107,2024-08-13 14:08:08,850.0,728.0,,,,,716.0,730.0,730.0,736.0,,,,,,,,,,,,,Sensor 2 val replaced by max valid val ,-1,no,no,,
15066107,2024-08-13 14:08:08,850.0,728.0,,,,,716.0,730.0,730.0,736.0,,,,,,,,,,,,,Sensor 2 val replaced by max valid val ,-1,no,no,,
15066117,2024-08-13 14:08:08,,,,,,,,,,,,,,,,,,,,,,,,-1,no,no,,
15066117,2024-08-13 14:08:08,,,,,,,,,,,,,,,,,,,,,,,,-1,no,no,,
15086097,2024-08-13 14:08:31,,,,,,,606.0,636.0,594.0,636.0,,,,,,,,,,,,,,-1,no,no,,
15086097,2024-08-13 14:08:31,,,,,,,606.0,636.0,594.0,636.0,,,,,,,,,,,,,,-1,no,no,,
15086097,2024-08-13 14:08:31,,,,,,,606.0,636.0,594.0,636.0,,,,,,,,,,,,,,-1,no,no,,
15086107,2024-08-13 14:08:31,618.0,727.0,,,,,738.0,716.0,725.0,729.0,,,,,,,,,,,,,,-1,no,no,,
15086107,2024-08-13 14:08:31,618.0,727.0,,,,,738.0,716.0,725.0,729.0,,,,,,,,,,,,,,-1,no,no,,
15086117,2024-08-13 14:08:31,,,,,,,,,,,,,,,,,,,,,,,,-1,no,no,,
15086597,2024-08-13 14:08:31,,,,,,,606.0,636.0,634.0,636.0,,,,,,,,,,,,,,-1,no,no,,
15086597,2024-08-13 14:08:31,,,,,,,606.0,636.0,634.0,636.0,,,,,,,,,,,,,,-1,no,no,,
15086597,2024-08-13 14:08:31,,,,,,,606.0,636.0,634.0,636.0,,,,,,,,,,,,,,-1,no,no,,
15086607,2024-08-13 14:08:31,628.0,728.0,,,,,738.0,716.0,730.0,729.0,,,,,,,,,,,,,,-1,no,no,,
15086607,2024-08-13 14:08:31,628.0,728.0,,,,,738.0,716.0,730.0,729.0,,,,,,,,,,,,,,-1,no,no,,
15086617,2024-08-13 14:08:32,,,,,,,,,,,,,,,,,,,,,,,,-1,no,no,,
15086987,2024-08-13 14:08:32,,,,,,,,,,,,,,,,,,,,,,,,-1,no,no,,
15086987,2024-08-13 14:08:32,,,,,,,,,,,,,,,,,,,,,,,,-1,no,no,,
