timestamp,local_time,sensor_2,sensor_4,bbox_x1,bbox_y1,bbox_x2,bbox_y2,mv_1,mv_2,mv_3,mv_4,left_eye_x,left_eye_y,right_eye_x,right_eye_y,nose_x,nose_y,mouth_left_x,mouth_left_y,mouth_right_x,mouth_right_y,fhp,prediction,notes,user_id,bad_posture_command,alarm_notification,notification_interval,feedback,model_threshold,model_notes
2675514,2024-08-27 15:13:02,388,540,,,,,,,,,101,157,137,149,126,178,112,195,141,188,,0,,2,no,no,,,,
2675534,2024-08-27 15:13:02,,,,,,,,,,,,,,,,,,,,,172,,,2,no,no,,,,
2675584,2024-08-27 15:13:02,,,78,115,156,214,,,,,101,157,138,150,126,177,112,194,142,187,,,,2,no,no,,,,
2675584,2024-08-27 15:13:02,,,78,115,156,214,,,,,101,157,138,150,126,177,112,194,142,187,,,,2,no,no,,,,
2675594,2024-08-27 15:13:02,,,,,,,,,,,,,,,,,,,,,172,,,2,no,no,,,,
2675664,2024-08-27 15:13:02,,,77,113,154,215,,,,,101,157,137,150,126,178,112,194,140,188,,,,2,no,no,,,,
2675664,2024-08-27 15:13:02,,,77,113,154,215,,,,,101,157,137,150,126,178,112,194,140,188,,,,2,no,no,,,,
2675694,2024-08-27 15:13:03,,,,,,,,,,,,,,,,,,,,,172,,,2,no,no,,,,
2675744,2024-08-27 15:13:03,,,78,114,156,216,,,,,101,158,138,150,127,179,112,195,142,188,,,,2,no,no,,,,
2675744,2024-08-27 15:13:03,,,78,114,156,216,,,,,101,158,138,150,127,179,112,195,142,188,,,,2,no,no,,,,
2675794,2024-08-27 15:13:03,,,,,,,,,,,,,,,,,,,,,172,,,2,no,no,,,,
2675824,2024-08-27 15:13:03,,,78,114,154,216,,,,,101,158,138,150,127,178,112,194,140,188,,,,2,no,no,,,,
2675824,2024-08-27 15:13:03,,,78,114,154,216,,,,,101,158,138,150,127,178,112,194,140,188,,,,2,no,no,,,,
2675894,2024-08-27 15:13:03,,,,,,,,,,,,,,,,,,,,,172,,,2,no,no,,,,
2675904,2024-08-27 15:13:03,,,77,113,154,216,,,,,101,157,138,149,127,178,112,194,140,188,,,,2,no,no,,,,
2675904,2024-08-27 15:13:03,,,77,113,154,216,,,,,101,157,138,149,127,178,112,194,140,188,,,,2,no,no,,,,
2675984,2024-08-27 15:13:03,,,78,115,155,217,,,,,101,158,138,151,127,179,113,195,141,189,,,,2,no,no,,,,
2675984,2024-08-27 15:13:03,,,78,115,155,217,,,,,101,158,138,151,127,179,113,195,141,189,,,,2,no,no,,,,
2675994,2024-08-27 15:13:03,,,,,,,,,,,,,,,,,,,,,,,,2,no,no,,,,
2676004,2024-08-27 15:13:03,,,,,,,403,388,390,383,,,,,,,,,,,,,,2,no,no,,,,
