timestamp,local_time,sensor_2,sensor_4,bbox_x1,bbox_y1,bbox_x2,bbox_y2,mv_1,mv_2,mv_3,mv_4,left_eye_x,left_eye_y,right_eye_x,right_eye_y,nose_x,nose_y,mouth_left_x,mouth_left_y,mouth_right_x,mouth_right_y,fhp,prediction,notes,user_id,bad_posture_command,alarm_notification,notification_interval,feedback,model_threshold,model_notes
2678784,2024-08-27 15:13:06,nan,nan,78,113,154,213,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,2,no,no,nan,nan
2678784,2024-08-27 15:13:06,nan,nan,78,113,154,213,nan,nan,nan,nan,101,155,138,148,127,176,112,192,141,187,nan,nan,,2,no,no,nan,nan
2678794,2024-08-27 15:13:06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,168,nan,,2,no,no,nan,nan
2678864,2024-08-27 15:13:06,nan,nan,78,114,155,212,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,2,no,no,nan,nan
2678864,2024-08-27 15:13:06,nan,nan,78,114,155,212,nan,nan,nan,nan,101,155,138,148,126,176,111,192,141,186,nan,nan,,2,no,no,nan,nan
2678894,2024-08-27 15:13:06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,168,nan,,2,no,no,nan,nan
2678944,2024-08-27 15:13:06,nan,nan,78,112,155,213,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,2,no,no,nan,nan
2678944,2024-08-27 15:13:06,nan,nan,78,112,155,213,nan,nan,nan,nan,101,155,138,148,127,176,113,193,142,187,nan,nan,,2,no,no,nan,nan
2678994,2024-08-27 15:13:06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,2,no,no,nan,nan
2678994,2024-08-27 15:13:06,nan,nan,nan,nan,nan,nan,403,382,401,393,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,2,no,no,nan,nan
2678994,2024-08-27 15:13:06,nan,nan,nan,nan,nan,nan,403,382,401,393,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,2,no,no,nan,nan
2679004,2024-08-27 15:13:06,nan,nan,nan,nan,nan,nan,541,544,546,542,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,2,no,no,nan,nan
2679004,2024-08-27 15:13:06,nan,nan,nan,nan,nan,nan,541,544,546,542,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,2,no,no,nan,nan
2679014,2024-08-27 15:13:06,395,543,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,,2,no,no,nan,nan
2679014,2024-08-27 15:13:06,395,543,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,168,0,,2,no,no,nan,nan
2679024,2024-08-27 15:13:06,nan,nan,78,113,154,213,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,2,no,no,nan,nan
2679034,2024-08-27 15:13:06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,101,155,137,148,125,176,112,193,141,187,nan,nan,,2,no,no,nan,nan
2679094,2024-08-27 15:13:06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,168,nan,,2,no,no,nan,nan
2679104,2024-08-27 15:13:06,nan,nan,76,112,155,214,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,2,no,no,nan,nan
2679104,2024-08-27 15:13:06,nan,nan,76,112,155,214,nan,nan,nan,nan,100,156,138,149,125,176,112,193,141,187,nan,nan,,2,no,no,nan,nan
2679184,2024-08-27 15:13:06,nan,nan,77,112,154,213,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,2,no,no,nan,nan
2679184,2024-08-27 15:13:06,nan,nan,77,112,154,213,nan,nan,nan,nan,101,155,137,148,126,175,111,194,140,187,nan,nan,,2,no,no,nan,nan
2679194,2024-08-27 15:13:06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,168,nan,,2,no,no,nan,nan
2679264,2024-08-27 15:13:06,nan,nan,77,113,155,215,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,2,no,no,nan,nan
2679264,2024-08-27 15:13:06,nan,nan,77,113,155,215,nan,nan,nan,nan,101,156,138,148,127,177,112,194,142,187,nan,nan,,2,no,no,nan,nan
