timestamp,local_time,sensor_2,sensor_4,bbox_x1,bbox_y1,bbox_x2,bbox_y2,mv_1,mv_2,mv_3,mv_4,left_eye_x,left_eye_y,right_eye_x,right_eye_y,nose_x,nose_y,mouth_left_x,mouth_left_y,mouth_right_x,mouth_right_y,fhp,prediction,notes,user_id,bad_posture_command,alarm_notification,notification_interval,feedback,model_threshold,model_notes
2679294,2024-08-27 15:13:06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,168,nan,,2,no,no,nan,nan
2679344,2024-08-27 15:13:06,nan,nan,77,113,155,215,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,2,no,no,nan,nan
2679344,2024-08-27 15:13:06,nan,nan,77,113,155,215,nan,nan,nan,nan,101,156,138,148,127,177,113,194,142,187,nan,nan,,2,no,no,nan,nan
2679394,2024-08-27 15:13:06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,168,nan,,2,no,no,nan,nan
2679424,2024-08-27 15:13:06,nan,nan,77,114,153,214,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,2,no,no,nan,nan
2679424,2024-08-27 15:13:06,nan,nan,77,114,153,214,nan,nan,nan,nan,100,156,136,149,124,177,111,193,139,188,nan,nan,,2,no,no,nan,nan
2679494,2024-08-27 15:13:06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,2,no,no,nan,nan
2679494,2024-08-27 15:13:06,nan,nan,nan,nan,nan,nan,403,383,401,393,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,2,no,no,nan,nan
2679494,2024-08-27 15:13:06,nan,nan,nan,nan,nan,nan,403,383,401,393,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,2,no,no,nan,nan
2679504,2024-08-27 15:13:06,nan,nan,nan,nan,nan,nan,541,542,546,542,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,2,no,no,nan,nan
2679504,2024-08-27 15:13:06,nan,nan,75,113,153,214,541,542,546,542,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,2,no,no,nan,nan
2679504,2024-08-27 15:13:06,nan,nan,75,113,153,214,541,542,546,542,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,2,no,no,nan,nan
2679514,2024-08-27 15:13:06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,99,157,136,150,124,178,110,194,141,188,nan,nan,,2,no,no,nan,nan
