timestamp,local_time,sensor_2,sensor_4,bbox_x1,bbox_y1,bbox_x2,bbox_y2,mv_1,mv_2,mv_3,mv_4,left_eye_x,left_eye_y,right_eye_x,right_eye_y,nose_x,nose_y,mouth_left_x,mouth_left_y,mouth_right_x,mouth_right_y,fhp,prediction,notes,user_id,bad_posture_command,alarm_notification,notification_interval,feedback,model_threshold,model_notes
2348494,2024-08-27 15:07:28,,,,,,,342.0,375.0,356.0,379.0,,,,,,,,,,,,,,-1,no,no,,,,
2348504,2024-08-27 15:07:28,,,,,,,446.0,443.0,450.0,437.0,,,,,,,,,,,,,,-1,no,no,,,,
2348514,2024-08-27 15:07:28,363.0,444.0,,,,,,,,,,,,,,,,,,,,,,-1,no,no,,,62.5,Thresholds changed from nan to 62.5 at 2348514 local time.
2348994,2024-08-27 15:07:34,,,,,,,399.0,375.0,356.0,379.0,,,,,,,,,,,,,,2,no,no,,,62.5,
2349004,2024-08-27 15:07:34,,,,,,,453.0,443.0,450.0,437.0,,,,,,,,,,,,,,2,no,no,,,62.5,
2349014,2024-08-27 15:07:35,377.0,446.0,,,,,,,,,,,,,,,,,,,,0.0,,2,no,no,,,62.5,
2349474,2024-08-27 15:07:35,,,73.0,111.0,155.0,225.0,,,,,99.0,155.0,134.0,149.0,123.0,174.0,108.0,190.0,138.0,184.0,,,,2,no,no,,,62.5,
2349494,2024-08-27 15:07:35,,,,,,,399.0,418.0,356.0,379.0,,,,,,,,,,,,,,2,no,no,,,62.5,
2349504,2024-08-27 15:07:35,,,,,,,453.0,466.0,450.0,437.0,,,,,,,,,,,,,,2,no,no,,,62.5,
2349514,2024-08-27 15:07:35,388.0,452.0,,,,,,,,,,,,,,,,,,,84.0,0.0,,2,no,no,,,62.5,
2349564,2024-08-27 15:07:36,,,72.0,105.0,153.0,219.0,,,,,97.0,152.0,134.0,145.0,123.0,172.0,108.0,191.0,136.0,185.0,,,,2,no,no,,,62.5,
2349594,2024-08-27 15:07:36,,,,,,,,,,,,,,,,,,,,,84.0,,,2,no,no,,,62.5,
2349634,2024-08-27 15:07:36,,,72.0,102.0,153.0,214.0,,,,,97.0,148.0,134.0,143.0,121.0,169.0,106.0,189.0,137.0,183.0,,,,2,no,no,,,62.5,
2349694,2024-08-27 15:07:36,,,,,,,,,,,,,,,,,,,,,84.0,,,2,no,no,,,62.5,
2349714,2024-08-27 15:07:36,,,70.0,104.0,149.0,211.0,,,,,94.0,149.0,132.0,143.0,122.0,169.0,106.0,188.0,136.0,182.0,,,,2,no,no,,,62.5,
2349794,2024-08-27 15:07:36,,,66.0,101.0,145.0,210.0,,,,,91.0,149.0,128.0,142.0,118.0,168.0,102.0,187.0,130.0,181.0,84.0,,,2,no,no,,,62.5,
2349874,2024-08-27 15:07:36,,,68.0,109.0,143.0,213.0,,,,,91.0,154.0,127.0,146.0,117.0,173.0,103.0,192.0,130.0,185.0,,,,2,no,no,,,62.5,
2349894,2024-08-27 15:07:36,,,,,,,,,,,,,,,,,,,,,84.0,,,2,no,no,,,62.5,
2349954,2024-08-27 15:07:36,,,66.0,114.0,140.0,216.0,,,,,90.0,157.0,126.0,151.0,115.0,177.0,101.0,196.0,127.0,190.0,,,,2,no,no,,,62.5,
2349994,2024-08-27 15:07:36,,,,,,,399.0,418.0,401.0,379.0,,,,,,,,,,,,,,2,no,no,,,62.5,
2350004,2024-08-27 15:07:36,,,,,,,453.0,466.0,542.0,437.0,,,,,,,,,,,,,,2,no,no,,,62.5,
2350014,2024-08-27 15:07:36,399.0,475.0,,,,,,,,,,,,,,,,,,,96.0,0.0,,2,no,no,,,62.5,
2350044,2024-08-27 15:07:37,,,67.0,117.0,142.0,216.0,,,,,91.0,160.0,127.0,151.0,117.0,179.0,102.0,197.0,131.0,189.0,,,,2,no,no,,,62.5,
2350094,2024-08-27 15:07:37,,,,,,,,,,,,,,,,,,,,,96.0,,,2,no,no,,,62.5,
2350114,2024-08-27 15:07:37,,,68.0,117.0,141.0,216.0,,,,,92.0,160.0,127.0,152.0,117.0,179.0,103.0,195.0,130.0,188.0,,,,2,no,no,,,62.5,
2350194,2024-08-27 15:07:37,,,,,,,,,,,,,,,,,,,,,96.0,,,2,no,no,,,62.5,
2350194,2024-08-27 15:07:37,,,70.0,117.0,144.0,214.0,,,,,94.0,159.0,129.0,150.0,121.0,178.0,106.0,196.0,133.0,188.0,96.0,,,2,no,no,,,62.5,
2350274,2024-08-27 15:07:37,,,71.0,115.0,145.0,213.0,,,,,94.0,156.0,129.0,148.0,119.0,175.0,105.0,192.0,132.0,186.0,,,,2,no,no,,,62.5,
2350294,2024-08-27 15:07:37,,,,,,,,,,,,,,,,,,,,,96.0,,,2,no,no,,,62.5,
2350354,2024-08-27 15:07:37,,,69.0,109.0,145.0,210.0,,,,,95.0,150.0,130.0,144.0,121.0,171.0,106.0,188.0,133.0,182.0,,,,2,no,no,,,62.5,
2350394,2024-08-27 15:07:37,,,,,,,,,,,,,,,,,,,,,96.0,,,2,no,no,,,62.5,
2350434,2024-08-27 15:07:37,,,72.0,107.0,147.0,209.0,,,,,96.0,151.0,130.0,143.0,122.0,169.0,108.0,188.0,135.0,180.0,,,,2,no,no,,,62.5,
2350494,2024-08-27 15:07:37,,,,,,,399.0,418.0,401.0,416.0,,,,,,,,,,,,,,2,no,no,,,62.5,
2350504,2024-08-27 15:07:37,,,,,,,453.0,466.0,542.0,535.0,,,,,,,,,,,,,,2,no,no,,,62.5,
2350514,2024-08-27 15:07:37,409.0,499.0,74.0,108.0,150.0,210.0,,,,,,,,,,,,,,,110.0,0.0,,2,no,no,,,62.5,
2350524,2024-08-27 15:07:37,,,,,,,,,,,98.0,151.0,133.0,144.0,123.0,170.0,110.0,190.0,137.0,183.0,,,,2,no,no,,,62.5,
2350594,2024-08-27 15:07:37,,,72.0,107.0,149.0,210.0,,,,,99.0,150.0,134.0,142.0,126.0,169.0,112.0,190.0,139.0,182.0,110.0,,,2,no,no,,,62.5,
2350694,2024-08-27 15:07:37,,,,,,,,,,,,,,,,,,,,,110.0,,,2,no,no,,,62.5,
2350754,2024-08-27 15:07:37,,,76.0,112.0,153.0,214.0,,,,,102.0,155.0,138.0,147.0,129.0,175.0,113.0,193.0,142.0,186.0,,,,2,no,no,,,62.5,
2350794,2024-08-27 15:07:37,,,,,,,,,,,,,,,,,,,,,110.0,,,2,no,no,,,62.5,
2350834,2024-08-27 15:07:37,,,75.0,115.0,153.0,216.0,,,,,102.0,159.0,137.0,149.0,129.0,177.0,115.0,196.0,142.0,187.0,,,,2,no,no,,,62.5,
2350894,2024-08-27 15:07:37,,,,,,,,,,,,,,,,,,,,,110.0,,,2,no,no,,,62.5,
2350914,2024-08-27 15:07:37,,,77.0,118.0,154.0,214.0,,,,,102.0,161.0,138.0,153.0,128.0,181.0,113.0,196.0,141.0,189.0,,,,2,no,no,,,62.5,
