timestamp,local_time,sensor_2,sensor_4,bbox_x1,bbox_y1,bbox_x2,bbox_y2,mv_1,mv_2,mv_3,mv_4,left_eye_x,left_eye_y,right_eye_x,right_eye_y,nose_x,nose_y,mouth_left_x,mouth_left_y,mouth_right_x,mouth_right_y,fhp,prediction,notes,user_id,alarm_notification,notification_interval,feedback,model_threshold,model_notes
16043418,2024-08-29 16:31:56,,,85,64,163,174,,,,,108,104,145,106,127,128,112,148,140,149,,,,2,no,,,,
16043418,2024-08-29 16:31:56,,,85,64,163,174,,,,,108,104,145,106,127,128,112,148,140,149,,,,2,no,,,,
16043468,2024-08-29 16:31:56,,,,,,,,,,,,,,,,,,,,,119,,,2,no,,,,
16043498,2024-08-29 16:31:56,,,84,63,164,175,,,,,107,104,146,106,127,127,110,148,140,149,,,,2,no,,,,
16043498,2024-08-29 16:31:56,,,84,63,164,175,,,,,107,104,146,106,127,127,110,148,140,149,,,,2,no,,,,
16043568,2024-08-29 16:31:56,,,,,,,,,,,,,,,,,,,,,119,,,2,no,,,,
16043578,2024-08-29 16:31:56,,,82,62,163,172,,,,,106,104,144,106,125,127,110,147,138,148,,,,2,no,,,,
16043578,2024-08-29 16:31:56,,,82,62,163,172,,,,,106,104,144,106,125,127,110,147,138,148,,,,2,no,,,,
16043658,2024-08-29 16:31:56,,,83,62,163,172,,,,,106,104,145,106,125,127,110,147,139,148,,,,2,no,,,,
16043658,2024-08-29 16:31:56,,,83,62,163,172,,,,,106,104,145,106,125,127,110,147,139,148,,,,2,no,,,,
16043668,2024-08-29 16:31:56,,,,,,,,,,,,,,,,,,,,,,,,2,no,,,,
16043678,2024-08-29 16:31:56,,,,,,,510,507,507,508,,,,,,,,,,,,,,2,no,,,,
16043678,2024-08-29 16:31:56,,,,,,,510,507,507,508,,,,,,,,,,,,,,2,no,,,,
16043688,2024-08-29 16:31:56,,,,,,,606,608,608,607,,,,,,,,,,,,,,2,no,,,,
16043688,2024-08-29 16:31:56,,,,,,,606,608,608,607,,,,,,,,,,,,,,2,no,,,,
16043698,2024-08-29 16:31:56,508,607,,,,,,,,,,,,,,,,,,,119,0,,2,no,,,,
16043698,2024-08-29 16:31:56,508,607,,,,,,,,,,,,,,,,,,,119,0,,2,no,,,,
16043738,2024-08-29 16:31:56,,,82,61,165,173,,,,,,,,,,,,,,,,,,2,no,,,,
16043748,2024-08-29 16:31:56,,,,,,,,,,,106,105,144,106,124,127,108,147,139,148,,,,2,no,,,,
16043768,2024-08-29 16:31:56,,,,,,,,,,,,,,,,,,,,,119,,,2,no,,,,
16043818,2024-08-29 16:31:56,,,83,62,164,173,,,,,107,105,146,106,126,127,112,148,140,149,,,,2,no,,,,
16043818,2024-08-29 16:31:56,,,83,62,164,173,,,,,107,105,146,106,126,127,112,148,140,149,,,,2,no,,,,
16043868,2024-08-29 16:31:56,,,,,,,,,,,,,,,,,,,,,119,,,2,no,,,,
16043898,2024-08-29 16:31:56,,,86,64,163,175,,,,,106,105,145,107,125,127,110,149,138,151,,,,2,no,,,,
16043898,2024-08-29 16:31:56,,,86,64,163,175,,,,,106,105,145,107,125,127,110,149,138,151,,,,2,no,,,,
16043968,2024-08-29 16:31:56,,,,,,,,,,,,,,,,,,,,,119,,,2,no,,,,
16043978,2024-08-29 16:31:56,,,85,64,165,176,,,,,107,106,146,107,127,129,113,150,140,152,,,,2,no,,,,
16043978,2024-08-29 16:31:56,,,85,64,165,176,,,,,107,106,146,107,127,129,113,150,140,152,,,,2,no,,,,
16044058,2024-08-29 16:31:56,,,86,66,163,175,,,,,107,105,145,106,126,128,109,150,139,151,,,,2,no,,,,
16044058,2024-08-29 16:31:56,,,86,66,163,175,,,,,107,105,145,106,126,128,109,150,139,151,,,,2,no,,,,
16044068,2024-08-29 16:31:56,,,,,,,,,,,,,,,,,,,,,119,,,2,no,,,,
16044138,2024-08-29 16:31:56,,,85,64,162,174,,,,,106,104,144,106,125,127,109,147,138,148,,,,2,no,,,,
16044138,2024-08-29 16:31:56,,,85,64,162,174,,,,,106,104,144,106,125,127,109,147,138,148,,,,2,no,,,,
16044168,2024-08-29 16:31:56,,,,,,,510,507,507,506,,,,,,,,,,,,,,2,no,,,,
16044168,2024-08-29 16:31:56,,,,,,,510,507,507,506,,,,,,,,,,,,,,2,no,,,,
16044168,2024-08-29 16:31:56,,,,,,,510,507,507,506,,,,,,,,,,,,,,2,no,,,,
16044178,2024-08-29 16:31:56,508,607,,,,,606,608,608,607,,,,,,,,,,,,0,,2,no,,,,
16044178,2024-08-29 16:31:56,508,607,,,,,606,608,608,607,,,,,,,,,,,,0,,2,no,,,,
16044178,2024-08-29 16:31:56,508,607,,,,,606,608,608,607,,,,,,,,,,,,0,,2,no,,,,
16044188,2024-08-29 16:31:57,,,,,,,,,,,,,,,,,,,,,119,,,2,no,,,,
16044228,2024-08-29 16:31:57,,,85,66,164,176,,,,,106,104,145,105,127,127,111,149,139,150,,,,2,no,,,,
16044228,2024-08-29 16:31:57,,,85,66,164,176,,,,,106,104,145,105,127,127,111,149,139,150,,,,2,no,,,,
16044268,2024-08-29 16:31:57,,,,,,,,,,,,,,,,,,,,,119,,,2,no,,,,
16044298,2024-08-29 16:31:57,,,85,63,163,174,,,,,108,103,146,106,127,125,111,148,140,150,,,,2,no,,,,
16044298,2024-08-29 16:31:57,,,85,63,163,174,,,,,108,103,146,106,127,125,111,148,140,150,,,,2,no,,,,
16044368,2024-08-29 16:31:57,,,,,,,,,,,,,,,,,,,,,119,,,2,no,,,,
16044378,2024-08-29 16:31:57,,,83,61,166,177,,,,,107,105,146,106,127,128,112,150,141,151,,,,2,no,,,,
16044378,2024-08-29 16:31:57,,,83,61,166,177,,,,,107,105,146,106,127,128,112,150,141,151,,,,2,no,,,,
16044458,2024-08-29 16:31:57,,,84,61,165,175,,,,,107,104,146,106,126,128,111,148,140,150,,,,2,no,,,,
16044458,2024-08-29 16:31:57,,,84,61,165,175,,,,,107,104,146,106,126,128,111,148,140,150,,,,2,no,,,,
