timestamp,local_time,sensor_2,sensor_4,bbox_x1,bbox_y1,bbox_x2,bbox_y2,mv_1,mv_2,mv_3,mv_4,left_eye_x,left_eye_y,right_eye_x,right_eye_y,nose_x,nose_y,mouth_left_x,mouth_left_y,mouth_right_x,mouth_right_y,fhp,prediction,notes,user_id,alarm_notification,notification_interval,feedback,model_threshold,model_notes
16042268,2024-08-29 16:31:55,,,,,,,,,,,,,,,,,,,,,119,,,2,no,,,,
16042298,2024-08-29 16:31:55,,,85,62,165,174,,,,,108,103,147,104,128,125,112,148,142,149,,,,2,no,,,,
16042298,2024-08-29 16:31:55,,,85,62,165,174,,,,,108,103,147,104,128,125,112,148,142,149,,,,2,no,,,,
16042368,2024-08-29 16:31:55,,,,,,,,,,,,,,,,,,,,,119,,,2,no,,,,
16042378,2024-08-29 16:31:55,,,86,63,165,173,,,,,108,103,146,105,127,125,112,147,141,149,,,,2,no,,,,
16042378,2024-08-29 16:31:55,,,86,63,165,173,,,,,108,103,146,105,127,125,112,147,141,149,,,,2,no,,,,
16042458,2024-08-29 16:31:55,,,84,60,165,175,,,,,108,102,147,104,128,126,111,148,141,150,,,,2,no,,,,
16042458,2024-08-29 16:31:55,,,84,60,165,175,,,,,108,102,147,104,128,126,111,148,141,150,,,,2,no,,,,
16042468,2024-08-29 16:31:55,,,,,,,,,,,,,,,,,,,,,119,,,2,no,,,,
16042538,2024-08-29 16:31:55,,,83,60,164,171,,,,,108,102,145,103,126,125,113,144,140,146,,,,2,no,,,,
16042538,2024-08-29 16:31:55,,,83,60,164,171,,,,,108,102,145,103,126,125,113,144,140,146,,,,2,no,,,,
16042568,2024-08-29 16:31:55,,,,,,,,,,,,,,,,,,,,,119,,,2,no,,,,
16042618,2024-08-29 16:31:55,,,83,63,164,172,,,,,107,103,146,105,127,127,111,147,140,149,,,,2,no,,,,
16042618,2024-08-29 16:31:55,,,83,63,164,172,,,,,107,103,146,105,127,127,111,147,140,149,,,,2,no,,,,
16042668,2024-08-29 16:31:55,,,,,,,510,509,507,508,,,,,,,,,,,,,,2,no,,,,
16042668,2024-08-29 16:31:55,,,,,,,510,509,507,508,,,,,,,,,,,,,,2,no,,,,
16042668,2024-08-29 16:31:55,,,,,,,510,509,507,508,,,,,,,,,,,,,,2,no,,,,
16042678,2024-08-29 16:31:55,,,,,,,606,607,607,607,,,,,,,,,,,,,,2,no,,,,
16042678,2024-08-29 16:31:55,,,,,,,606,607,607,607,,,,,,,,,,,,,,2,no,,,,
16042688,2024-08-29 16:31:55,509,607,,,,,,,,,,,,,,,,,,,118,0,,2,no,,,,
16042688,2024-08-29 16:31:55,509,607,,,,,,,,,,,,,,,,,,,118,0,,2,no,,,,
16042698,2024-08-29 16:31:55,,,83,61,163,172,,,,,,,,,,,,,,,,,,2,no,,,,
16042708,2024-08-29 16:31:55,,,,,,,,,,,107,103,145,105,126,126,110,146,139,148,,,,2,no,,,,
16042768,2024-08-29 16:31:55,,,,,,,,,,,,,,,,,,,,,118,,,2,no,,,,
