timestamp,local_time,sensor_2,sensor_4,bbox_x1,bbox_y1,bbox_x2,bbox_y2,mv_1,mv_2,mv_3,mv_4,left_eye_x,left_eye_y,right_eye_x,right_eye_y,nose_x,nose_y,mouth_left_x,mouth_left_y,mouth_right_x,mouth_right_y,fhp,prediction,notes,user_id,bad_posture_command,alarm_notification,notification_interval,feedback,model_threshold,model_notes
2554119,2024-08-19 10:35:01,,,91,91,162,187,,,,,112,127,146,126,129,151,117,164,143,164,,,,2,no,no,,,,
2554119,2024-08-19 10:35:01,,,91,91,162,187,,,,,112,127,146,126,129,151,117,164,143,164,,,,2,no,no,,,,
2554199,2024-08-19 10:35:01,,,92,91,162,186,,,,,112,127,146,126,129,150,117,164,144,163,299,,,2,no,no,,,,
2554199,2024-08-19 10:35:01,,,92,91,162,186,,,,,112,127,146,126,129,150,117,164,144,163,299,,,2,no,no,,,,
2554199,2024-08-19 10:35:01,,,92,91,162,186,,,,,112,127,146,126,129,150,117,164,144,163,299,,,2,no,no,,,,
2554279,2024-08-19 10:35:01,,,90,90,162,187,,,,,111,129,146,128,129,151,116,166,144,165,,,,2,no,no,,,,
2554279,2024-08-19 10:35:01,,,90,90,162,187,,,,,111,129,146,128,129,151,116,166,144,165,,,,2,no,no,,,,
2554299,2024-08-19 10:35:01,,,,,,,309,326,316,312,,,,,,,,,,,,,,2,no,no,,,,
2554299,2024-08-19 10:35:01,,,,,,,309,326,316,312,,,,,,,,,,,,,,2,no,no,,,,
2554309,2024-08-19 10:35:01,,,,,,,591,608,591,605,,,,,,,,,,,,,,2,no,no,,,,
2554309,2024-08-19 10:35:01,,,,,,,591,608,591,605,,,,,,,,,,,,,,2,no,no,,,,
2554309,2024-08-19 10:35:01,,,,,,,591,608,591,605,,,,,,,,,,,,,,2,no,no,,,,
2554319,2024-08-19 10:35:01,316,599,,,,,,,,,,,,,,,,,,,,0,,2,no,no,,,,
2554329,2024-08-19 10:35:01,,,,,,,,,,,,,,,,,,,,,303,,,2,no,no,,,,
2554369,2024-08-19 10:35:01,,,91,90,161,186,,,,,111,128,145,127,128,150,116,164,143,164,,,,2,no,no,,,,
2554369,2024-08-19 10:35:01,,,91,90,161,186,,,,,111,128,145,127,128,150,116,164,143,164,,,,2,no,no,,,,
2554399,2024-08-19 10:35:01,,,,,,,,,,,,,,,,,,,,,303,,,2,no,no,,,,
2554439,2024-08-19 10:35:01,,,91,90,164,188,,,,,111,128,146,126,129,151,116,165,144,164,,,,2,no,no,,,,
2554439,2024-08-19 10:35:01,,,91,90,164,188,,,,,111,128,146,126,129,151,116,165,144,164,,,,2,no,no,,,,
2554499,2024-08-19 10:35:02,,,,,,,,,,,,,,,,,,,,,303,,,2,no,no,,,,
2554519,2024-08-19 10:35:02,,,89,90,163,188,,,,,111,128,146,127,129,152,115,165,143,165,,,,2,no,no,,,,
2554519,2024-08-19 10:35:02,,,89,90,163,188,,,,,111,128,146,127,129,152,115,165,143,165,,,,2,no,no,,,,
