timestamp,local_time,sensor_2,sensor_4,bbox_x1,bbox_y1,bbox_x2,bbox_y2,mv_1,mv_2,mv_3,mv_4,left_eye_x,left_eye_y,right_eye_x,right_eye_y,nose_x,nose_y,mouth_left_x,mouth_left_y,mouth_right_x,mouth_right_y,fhp,prediction,notes,user_id,bad_posture_command,alarm_notification,notification_interval,feedback,model_threshold,model_notes
3206994,2024-08-27 15:21:47,,,,,,,323.0,330.0,323.0,308.0,,,,,,,,,,,,,,-1,no,no,,,,
3207004,2024-08-27 15:21:47,,,,,,,474.0,473.0,493.0,478.0,,,,,,,,,,,,,,-1,no,no,,,,
3207014,2024-08-27 15:21:47,321.0,480.0,,,,,,,,,,,,,,,,,,,,,,-1,no,no,,,62.5,Thresholds changed from nan to 62.5 at 3207014 local time.
3207494,2024-08-27 15:21:54,,,,,,,323.0,319.0,323.0,308.0,,,,,,,,,,,,,,2,no,no,,,62.5,
3207504,2024-08-27 15:21:54,,,,,,,474.0,476.0,493.0,478.0,,,,,,,,,,,,,,2,no,no,,,62.5,
3207514,2024-08-27 15:21:54,318.0,480.0,,,,,,,,,,,,,,,,,,,,0.0,,2,no,no,,,62.5,
3207994,2024-08-27 15:21:54,,,,,,,323.0,319.0,355.0,308.0,,,,,,,,,,,,,,2,no,no,,,62.5,
3208004,2024-08-27 15:21:54,,,,,,,474.0,476.0,480.0,478.0,,,,,,,,,,,,,,2,no,no,,,62.5,
3208014,2024-08-27 15:21:54,326.0,477.0,,,,,,,,,,,,,,,,,,,,0.0,,2,no,no,,,62.5,
3208174,2024-08-27 15:21:55,,,95.0,120.0,171.0,228.0,,,,,118.0,163.0,153.0,159.0,143.0,182.0,130.0,205.0,155.0,203.0,,,,2,no,no,,,62.5,
3208194,2024-08-27 15:21:55,,,,,,,,,,,,,,,,,,,,,171.0,,,2,no,no,,,62.5,
3208254,2024-08-27 15:21:55,,,95.0,118.0,172.0,229.0,,,,,118.0,162.0,154.0,158.0,142.0,183.0,128.0,206.0,155.0,202.0,,,,2,no,no,,,62.5,
3208294,2024-08-27 15:21:55,,,,,,,,,,,,,,,,,,,,,171.0,,,2,no,no,,,62.5,
3208414,2024-08-27 15:21:55,,,93.0,117.0,172.0,228.0,,,,,117.0,161.0,154.0,157.0,141.0,181.0,127.0,203.0,154.0,200.0,,,,2,no,no,,,62.5,
3208494,2024-08-27 15:21:55,,,96.0,118.0,170.0,225.0,,,,,118.0,161.0,153.0,157.0,141.0,181.0,127.0,203.0,153.0,200.0,,,,2,no,no,,,62.5,
3208504,2024-08-27 15:21:55,,,,,,,323.0,319.0,355.0,362.0,,,,,,,,,,,,,,2,no,no,,,62.5,
3208514,2024-08-27 15:21:55,,,,,,,,,,,,,,,,,,,,,,,,2,no,no,,,62.5,
3208524,2024-08-27 15:21:55,340.0,483.0,,,,,474.0,476.0,480.0,503.0,,,,,,,,,,,,0.0,,2,no,no,,,62.5,
3208534,2024-08-27 15:21:55,,,,,,,,,,,,,,,,,,,,,163.0,,,2,no,no,,,62.5,
3208574,2024-08-27 15:21:55,,,94.0,117.0,171.0,227.0,,,,,118.0,161.0,153.0,157.0,141.0,180.0,127.0,203.0,154.0,200.0,,,,2,no,no,,,62.5,
3208594,2024-08-27 15:21:55,,,,,,,,,,,,,,,,,,,,,163.0,,,2,no,no,,,62.5,
3208654,2024-08-27 15:21:55,,,93.0,116.0,172.0,230.0,,,,,117.0,161.0,154.0,157.0,142.0,181.0,127.0,204.0,155.0,200.0,,,,2,no,no,,,62.5,
3208694,2024-08-27 15:21:55,,,,,,,,,,,,,,,,,,,,,163.0,,,2,no,no,,,62.5,
3208734,2024-08-27 15:21:55,,,93.0,117.0,170.0,228.0,,,,,117.0,161.0,153.0,157.0,142.0,180.0,128.0,203.0,155.0,200.0,,,,2,no,no,,,62.5,
3208794,2024-08-27 15:21:55,,,,,,,,,,,,,,,,,,,,,163.0,,,2,no,no,,,62.5,
3208814,2024-08-27 15:21:55,,,95.0,119.0,172.0,226.0,,,,,118.0,160.0,154.0,157.0,142.0,179.0,128.0,202.0,155.0,199.0,,,,2,no,no,,,62.5,
3208994,2024-08-27 15:21:55,,,,,,,388.0,319.0,355.0,362.0,,,,,,,,,,,,,,2,no,no,,,62.5,
3209004,2024-08-27 15:21:55,,,,,,,508.0,476.0,480.0,503.0,,,,,,,,,,,,,,2,no,no,,,62.5,
3209014,2024-08-27 15:21:55,356.0,492.0,,,,,,,,,,,,,,,,,,,,0.0,,2,no,no,,,62.5,
3209494,2024-08-27 15:21:56,,,,,,,388.0,364.0,355.0,362.0,,,,,,,,,,,,,,2,no,no,,,62.5,
3209504,2024-08-27 15:21:56,,,,,,,508.0,568.0,480.0,503.0,,,,,,,,,,,,,,2,no,no,,,62.5,
3209514,2024-08-27 15:21:56,367.0,515.0,,,,,,,,,,,,,,,,,,,,0.0,,2,no,no,,,62.5,
3209994,2024-08-27 15:21:56,,,,,,,388.0,364.0,414.0,362.0,,,,,,,,,,,,,,2,no,no,,,62.5,
3210004,2024-08-27 15:21:56,,,,,,,508.0,568.0,561.0,503.0,,,,,,,,,,,,,,2,no,no,,,62.5,
3210014,2024-08-27 15:21:56,382.0,535.0,,,,,,,,,,,,,,,,,,,,0.0,,2,no,no,,,62.5,
3210494,2024-08-27 15:21:56,,,,,,,388.0,364.0,414.0,349.0,,,,,,,,,,,,,,2,no,no,,,62.5,
3210504,2024-08-27 15:21:56,,,,,,,508.0,568.0,561.0,583.0,,,,,,,,,,,,,,2,no,no,,,62.5,
3210514,2024-08-27 15:21:56,379.0,555.0,,,,,,,,,,,,,,,,,,,,0.0,,2,no,no,,,62.5,
3210994,2024-08-27 15:21:56,,,,,,,375.0,364.0,414.0,349.0,,,,,,,,,,,,,,2,no,no,,,62.5,
3211004,2024-08-27 15:21:56,,,,,,,576.0,568.0,561.0,583.0,,,,,,,,,,,,,,2,no,no,,,62.5,
3211014,2024-08-27 15:21:56,376.0,572.0,,,,,,,,,,,,,,,,,,,,0.0,,2,no,no,,,62.5,
3211494,2024-08-27 15:21:56,,,,,,,375.0,362.0,414.0,349.0,,,,,,,,,,,,,,2,no,no,,,62.5,
3211504,2024-08-27 15:21:56,,,,,,,576.0,581.0,561.0,583.0,,,,,,,,,,,,,,2,no,no,,,62.5,
3211514,2024-08-27 15:21:56,375.0,575.0,,,,,,,,,,,,,,,,,,,,0.0,,2,no,no,,,62.5,
3211994,2024-08-27 15:21:56,,,,,,,375.0,362.0,340.0,349.0,,,,,,,,,,,,,,2,no,no,,,62.5,
3212004,2024-08-27 15:21:56,,,,,,,576.0,581.0,562.0,583.0,,,,,,,,,,,,,,2,no,no,,,62.5,
3212014,2024-08-27 15:21:56,357.0,576.0,,,,,,,,,,,,,,,,,,,,0.0,,2,no,no,,,62.5,
3212494,2024-08-27 15:21:57,,,,,,,375.0,362.0,340.0,355.0,,,,,,,,,,,,,,2,no,no,,,62.5,
3212504,2024-08-27 15:21:57,,,,,,,576.0,581.0,562.0,538.0,,,,,,,,,,,,,,2,no,no,,,62.5,
3212514,2024-08-27 15:21:57,358.0,564.0,,,,,,,,,,,,,,,,,,,,0.0,,2,no,no,,,62.5,
3212814,2024-08-27 15:21:57,,,94.0,117.0,171.0,228.0,,,,,119.0,159.0,157.0,160.0,140.0,183.0,123.0,203.0,151.0,204.0,,,,2,no,no,,,62.5,
3212894,2024-08-27 15:21:57,,,99.0,120.0,174.0,228.0,,,,,122.0,160.0,159.0,162.0,141.0,184.0,125.0,204.0,151.0,205.0,226.0,,,2,no,no,,,62.5,
