timestamp,local_time,sensor_2,sensor_4,bbox_x1,bbox_y1,bbox_x2,bbox_y2,mv_1,mv_2,mv_3,mv_4,left_eye_x,left_eye_y,right_eye_x,right_eye_y,nose_x,nose_y,mouth_left_x,mouth_left_y,mouth_right_x,mouth_right_y,fhp,prediction,notes,user_id,alarm_notification,notification_interval,feedback,model_threshold,model_notes
1554568,2024-08-28 16:24:51,,,,,,,,,,,,,,,,,,,,,146.0,,,-1,no,,,,
1554578,2024-08-28 16:24:51,,,81.0,109.0,143.0,199.0,,,,,98.0,142.0,129.0,146.0,110.0,165.0,99.0,177.0,123.0,181.0,,,,-1,no,,,,
1554658,2024-08-28 16:24:51,,,80.0,107.0,143.0,199.0,,,,,97.0,141.0,128.0,145.0,110.0,165.0,98.0,176.0,122.0,179.0,,,,-1,no,,,,
1554668,2024-08-28 16:24:51,,,,,,,569.0,570.0,571.0,570.0,,,,,,,,,,,,,,-1,no,,,,
1554678,2024-08-28 16:24:51,,,,,,,,,,,,,,,,,,,,,,,,-1,no,,,,
1554688,2024-08-28 16:24:51,570.0,697.0,,,,,698.0,696.0,697.0,697.0,,,,,,,,,,,,,,-1,no,,,,
1554698,2024-08-28 16:24:52,,,,,,,,,,,,,,,,,,,,,147.0,,,-1,no,,,,
1554738,2024-08-28 16:24:52,,,81.0,108.0,144.0,200.0,,,,,98.0,142.0,129.0,145.0,111.0,165.0,100.0,177.0,123.0,180.0,,,,-1,no,,,,
1554768,2024-08-28 16:24:52,,,,,,,,,,,,,,,,,,,,,147.0,,,-1,no,,,,
1554818,2024-08-28 16:24:52,,,81.0,108.0,144.0,199.0,,,,,98.0,141.0,128.0,145.0,109.0,165.0,99.0,176.0,123.0,180.0,,,,-1,no,,,,
1554868,2024-08-28 16:24:52,,,,,,,,,,,,,,,,,,,,,147.0,,,-1,no,,,,
1554898,2024-08-28 16:24:52,,,81.0,107.0,143.0,199.0,,,,,98.0,142.0,129.0,145.0,111.0,164.0,99.0,177.0,122.0,180.0,,,,2,no,,,62.5,Thresholds changed from nan to 62.5 at 1554898 local time.
1554968,2024-08-28 16:24:58,,,,,,,,,,,,,,,,,,,,,147.0,,,2,no,,,62.5,
1554978,2024-08-28 16:24:58,,,80.0,107.0,144.0,199.0,,,,,98.0,142.0,129.0,145.0,111.0,164.0,100.0,176.0,123.0,180.0,,,,2,no,,,62.5,
