timestamp,local_time,sensor_2,sensor_4,bbox_x1,bbox_y1,bbox_x2,bbox_y2,mv_1,mv_2,mv_3,mv_4,left_eye_x,left_eye_y,right_eye_x,right_eye_y,nose_x,nose_y,mouth_left_x,mouth_left_y,mouth_right_x,mouth_right_y,fhp,prediction,notes,user_id,bad_posture_command,alarm_notification,notification_interval,feedback
8571597,2024-08-12 19:11:05,,,,,,,716.0,713.0,712.0,708.0,,,,,,,,,,,,,,-1,no,no,,
8571597,2024-08-12 19:11:05,,,,,,,716.0,713.0,712.0,708.0,,,,,,,,,,,,,,-1,no,no,,
8571597,2024-08-12 19:11:05,,,,,,,716.0,713.0,712.0,708.0,,,,,,,,,,,,,,-1,no,no,,
8571607,2024-08-12 19:11:05,,,,,,,768.0,771.0,769.0,770.0,,,,,,,,,,,,,,-1,no,no,,
8571607,2024-08-12 19:11:05,,,,,,,768.0,771.0,769.0,770.0,,,,,,,,,,,,,,-1,no,no,,
8571617,2024-08-12 19:11:05,712.0,770.0,,,,,,,,,,,,,,,,,,,,,,-1,no,no,,
8572097,2024-08-12 19:11:11,,,,,,,716.0,722.0,712.0,708.0,,,,,,,,,,,,,,2,no,no,,
8572097,2024-08-12 19:11:11,,,,,,,716.0,722.0,712.0,708.0,,,,,,,,,,,,,,2,no,no,,
8572097,2024-08-12 19:11:11,,,,,,,716.0,722.0,712.0,708.0,,,,,,,,,,,,,,2,no,no,,
8572107,2024-08-12 19:11:11,,,,,,,768.0,772.0,769.0,770.0,,,,,,,,,,,,,,2,no,no,,
8572107,2024-08-12 19:11:11,,,,,,,768.0,772.0,769.0,770.0,,,,,,,,,,,,,,2,no,no,,
8572117,2024-08-12 19:11:11,715.0,770.0,,,,,,,,,,,,,,,,,,,,1.0,,2,no,no,,
8572597,2024-08-12 19:11:11,,,,,,,716.0,722.0,706.0,708.0,,,,,,,,,,,,,,2,no,no,,
8572597,2024-08-12 19:11:11,,,,,,,716.0,722.0,706.0,708.0,,,,,,,,,,,,,,2,no,no,,
8572597,2024-08-12 19:11:11,,,,,,,716.0,722.0,706.0,708.0,,,,,,,,,,,,,,2,no,no,,
8572607,2024-08-12 19:11:11,,,,,,,768.0,772.0,767.0,770.0,,,,,,,,,,,,,,2,no,no,,
8572607,2024-08-12 19:11:11,,,,,,,768.0,772.0,767.0,770.0,,,,,,,,,,,,,,2,no,no,,
8572617,2024-08-12 19:11:11,713.0,769.0,,,,,,,,,,,,,,,,,,,,1.0,,2,no,no,,
8573097,2024-08-12 19:11:11,,,,,,,716.0,722.0,706.0,722.0,,,,,,,,,,,,,,2,no,no,,
8573097,2024-08-12 19:11:11,,,,,,,716.0,722.0,706.0,722.0,,,,,,,,,,,,,,2,no,no,,
8573097,2024-08-12 19:11:11,,,,,,,716.0,722.0,706.0,722.0,,,,,,,,,,,,,,2,no,no,,
8573107,2024-08-12 19:11:11,,,,,,,768.0,772.0,767.0,767.0,,,,,,,,,,,,,,2,no,no,,
8573107,2024-08-12 19:11:11,,,,,,,768.0,772.0,767.0,767.0,,,,,,,,,,,,,,2,no,no,,
8573117,2024-08-12 19:11:11,717.0,769.0,,,,,,,,,,,,,,,,,,,,1.0,,2,no,no,,
8573597,2024-08-12 19:11:12,,,,,,,725.0,722.0,706.0,722.0,,,,,,,,,,,,,,2,no,no,,
8573597,2024-08-12 19:11:12,,,,,,,725.0,722.0,706.0,722.0,,,,,,,,,,,,,,2,no,no,,
8573597,2024-08-12 19:11:12,,,,,,,725.0,722.0,706.0,722.0,,,,,,,,,,,,,,2,no,no,,
