timestamp,local_time,sensor_2,sensor_4,bbox_x1,bbox_y1,bbox_x2,bbox_y2,mv_1,mv_2,mv_3,mv_4,left_eye_x,left_eye_y,right_eye_x,right_eye_y,nose_x,nose_y,mouth_left_x,mouth_left_y,mouth_right_x,mouth_right_y,fhp,prediction,notes,user_id,alarm_notification,notification_interval,feedback,model_threshold,model_notes
5313468,2024-08-29 13:33:07,nan,nan,79,94,156,191,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,125,nan,2,no,no,nan,nan
5313468,2024-08-29 13:33:07,nan,nan,79,94,156,191,nan,nan,nan,nan,96,131,132,132,111,150,101,170,126,171,125,nan,2,no,no,nan,nan
5313548,2024-08-29 13:33:07,nan,nan,81,94,156,191,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,no,no,nan,nan
5313548,2024-08-29 13:33:07,nan,nan,81,94,156,191,nan,nan,nan,nan,96,133,129,132,109,151,100,171,126,172,nan,nan,2,no,no,nan,nan
5313568,2024-08-29 13:33:07,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,125,nan,2,no,no,nan,nan
5313628,2024-08-29 13:33:07,nan,nan,79,97,156,193,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,no,no,nan,nan
5313628,2024-08-29 13:33:07,nan,nan,79,97,156,193,nan,nan,nan,nan,95,135,130,133,110,152,100,172,127,172,nan,nan,2,no,no,nan,nan
5313668,2024-08-29 13:33:07,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,no,no,nan,nan
5313668,2024-08-29 13:33:07,nan,nan,nan,nan,nan,nan,553,550,548,548,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,no,no,nan,nan
5313668,2024-08-29 13:33:07,nan,nan,nan,nan,nan,nan,553,550,548,548,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,no,no,nan,nan
5313678,2024-08-29 13:33:07,nan,nan,nan,nan,nan,nan,650,646,647,654,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,no,no,nan,nan
5313678,2024-08-29 13:33:07,nan,nan,nan,nan,nan,nan,650,646,647,654,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,no,no,nan,nan
5313688,2024-08-29 13:33:07,550,649,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,2,no,no,nan,nan,
5313688,2024-08-29 13:33:07,550,649,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,119,0,2,no,no,nan,nan,
5313718,2024-08-29 13:33:08,nan,nan,81,94,155,194,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,no,no,nan,nan
5313718,2024-08-29 13:33:08,nan,nan,81,94,155,194,nan,nan,nan,nan,97,131,130,132,109,151,101,170,126,172,nan,nan,2,no,no,nan,nan
5313768,2024-08-29 13:33:08,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,119,nan,2,no,no,nan,nan
5313788,2024-08-29 13:33:08,nan,nan,78,92,154,193,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,no,no,nan,nan
5313788,2024-08-29 13:33:08,nan,nan,78,92,154,193,nan,nan,nan,nan,96,132,130,132,109,150,100,171,126,172,nan,nan,2,no,no,nan,nan
5313868,2024-08-29 13:33:08,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,119,nan,2,no,no,nan,nan
5313868,2024-08-29 13:33:08,nan,nan,76,96,153,191,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,119,nan,2,no,no,nan,nan
5313868,2024-08-29 13:33:08,nan,nan,76,96,153,191,nan,nan,nan,nan,96,131,131,132,112,151,101,170,126,171,119,nan,2,no,no,nan,nan
5313948,2024-08-29 13:33:08,nan,nan,78,101,153,191,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,no,no,nan,nan
5313948,2024-08-29 13:33:08,nan,nan,78,101,153,191,nan,nan,nan,nan,97,135,132,135,112,151,101,173,127,173,nan,nan,2,no,no,nan,nan
5313968,2024-08-29 13:33:08,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,119,nan,2,no,no,nan,nan
5314028,2024-08-29 13:33:08,nan,nan,79,98,153,190,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,no,no,nan,nan
5314028,2024-08-29 13:33:08,nan,nan,79,98,153,190,nan,nan,nan,nan,96,134,131,135,110,150,100,171,126,172,nan,nan,2,no,no,nan,nan
5314068,2024-08-29 13:33:08,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,119,nan,2,no,no,nan,nan
5314108,2024-08-29 13:33:08,nan,nan,79,97,154,191,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,no,no,nan,nan
5314108,2024-08-29 13:33:08,nan,nan,79,97,154,191,nan,nan,nan,nan,97,133,132,134,111,150,101,170,127,171,nan,nan,2,no,no,nan,nan
5314168,2024-08-29 13:33:08,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,no,no,nan,nan
5314168,2024-08-29 13:33:08,nan,nan,nan,nan,nan,nan,553,550,548,547,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,no,no,nan,nan
5314168,2024-08-29 13:33:08,nan,nan,nan,nan,nan,nan,553,550,548,547,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,no,no,nan,nan
5314178,2024-08-29 13:33:08,nan,nan,nan,nan,nan,nan,650,646,647,647,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,no,no,nan,nan
5314178,2024-08-29 13:33:08,nan,nan,nan,nan,nan,nan,650,646,647,647,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,no,no,nan,nan
5314188,2024-08-29 13:33:08,550,648,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,2,no,no,nan,nan,
5314188,2024-08-29 13:33:08,550,648,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,118,0,2,no,no,nan,nan,
