timestamp,local_time,sensor_2,sensor_4,bbox_x1,bbox_y1,bbox_x2,bbox_y2,mv_1,mv_2,mv_3,mv_4,left_eye_x,left_eye_y,right_eye_x,right_eye_y,nose_x,nose_y,mouth_left_x,mouth_left_y,mouth_right_x,mouth_right_y,fhp,prediction,notes,user_id,alarm_notification,notification_interval,feedback,model_threshold,model_notes
5313198,2024-08-29 13:33:07,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,125,nan,2,no,no,nan,nan
5313238,2024-08-29 13:33:07,nan,nan,79,94,154,190,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,no,no,nan,nan
5313238,2024-08-29 13:33:07,nan,nan,79,94,154,190,nan,nan,nan,nan,97,131,131,131,111,151,100,169,127,171,nan,nan,2,no,no,nan,nan
5313268,2024-08-29 13:33:07,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,125,nan,2,no,no,nan,nan
5313308,2024-08-29 13:33:07,nan,nan,79,93,155,190,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,no,no,nan,nan
5313308,2024-08-29 13:33:07,nan,nan,79,93,155,190,nan,nan,nan,nan,96,131,130,131,109,147,99,168,125,169,nan,nan,2,no,no,nan,nan
5313368,2024-08-29 13:33:07,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,125,nan,2,no,no,nan,nan
5313388,2024-08-29 13:33:07,nan,nan,80,98,154,191,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,no,no,nan,nan
5313388,2024-08-29 13:33:07,nan,nan,80,98,154,191,nan,nan,nan,nan,95,132,130,132,109,149,99,171,126,171,nan,nan,2,no,no,nan,nan
5313468,2024-08-29 13:33:07,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,125,nan,2,no,no,nan,nan
