timestamp,local_time,sensor_2,sensor_4,bbox_x1,bbox_y1,bbox_x2,bbox_y2,mv_1,mv_2,mv_3,mv_4,left_eye_x,left_eye_y,right_eye_x,right_eye_y,nose_x,nose_y,mouth_left_x,mouth_left_y,mouth_right_x,mouth_right_y,fhp,prediction,notes,user_id,bad_posture_command,alarm_notification,notification_interval,feedback,model_threshold,model_notes
2852564,2024-08-27 15:16:11,nan,nan,68,99,154,211,nan,nan,nan,nan,92,144,132,138,116,167,106,188,134,183,nan,nan,,2,no,no,nan,nan
2852594,2024-08-27 15:16:11,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,159,nan,,2,no,no,nan,nan
2852634,2024-08-27 15:15:52,nan,nan,66,97,154,210,nan,nan,nan,nan,90,143,132,137,116,167,104,187,134,181,nan,nan,,2,no,no,nan,nan
2852634,2024-08-27 15:15:52,nan,nan,66,97,154,210,nan,nan,nan,nan,90,143,132,137,116,167,104,187,134,181,nan,nan,,2,no,no,nan,nan
2852694,2024-08-27 15:15:52,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,159,nan,,2,no,no,nan,nan
2852714,2024-08-27 15:15:52,nan,nan,65,96,153,209,nan,nan,nan,nan,90,144,132,137,117,166,104,187,135,181,131,nan,,2,no,no,nan,nan
2852714,2024-08-27 15:15:52,nan,nan,65,96,153,209,nan,nan,nan,nan,90,144,132,137,117,166,104,187,135,181,131,nan,,2,no,no,nan,nan
2852794,2024-08-27 15:16:11,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,159,nan,,2,no,no,nan,nan
2852794,2024-08-27 15:16:11,nan,nan,66,97,154,211,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,159,nan,,2,no,no,nan,nan
2852794,2024-08-27 15:16:11,nan,nan,66,97,154,211,nan,nan,nan,nan,90,143,132,137,115,167,104,187,133,182,159,nan,,2,no,no,nan,nan
2852874,2024-08-27 15:16:11,nan,nan,67,99,153,210,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,2,no,no,nan,nan
