timestamp,local_time,sensor_2,sensor_4,bbox_x1,bbox_y1,bbox_x2,bbox_y2,mv_1,mv_2,mv_3,mv_4,left_eye_x,left_eye_y,right_eye_x,right_eye_y,nose_x,nose_y,mouth_left_x,mouth_left_y,mouth_right_x,mouth_right_y,fhp,prediction,notes,user_id,bad_posture_command,alarm_notification,notification_interval,feedback,model_threshold,model_notes
2852874,2024-08-27 15:16:11,nan,nan,67,99,153,210,nan,nan,nan,nan,91,144,132,138,116,168,104,188,134,182,nan,nan,,2,no,no,nan,nan
2852894,2024-08-27 15:16:11,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,159,nan,,2,no,no,nan,nan
2852954,2024-08-27 15:16:11,nan,nan,68,99,152,208,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,2,no,no,nan,nan
2852954,2024-08-27 15:16:11,nan,nan,68,99,152,208,nan,nan,nan,nan,91,143,130,137,115,166,104,187,132,181,nan,nan,,2,no,no,nan,nan
2852994,2024-08-27 15:16:11,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,2,no,no,nan,nan
2852994,2024-08-27 15:16:11,nan,nan,nan,nan,nan,nan,406,416,392,404,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,2,no,no,nan,nan
2852994,2024-08-27 15:16:11,nan,nan,nan,nan,nan,nan,406,416,392,404,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,2,no,no,nan,nan
2853004,2024-08-27 15:16:11,nan,nan,nan,nan,nan,nan,542,533,550,544,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,2,no,no,nan,nan
2853004,2024-08-27 15:16:11,nan,nan,nan,nan,nan,nan,542,533,550,544,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,2,no,no,nan,nan
2853014,2024-08-27 15:16:11,405,542,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,,2,no,no,nan,nan
2853014,2024-08-27 15:16:11,405,542,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,157,0,,2,no,no,nan,nan
2853044,2024-08-27 15:16:12,nan,nan,67,102,150,208,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,2,no,no,nan,nan
2853044,2024-08-27 15:16:12,nan,nan,67,102,150,208,nan,nan,nan,nan,90,144,130,138,116,166,103,187,133,181,nan,nan,,2,no,no,nan,nan
2853094,2024-08-27 15:15:53,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,157,nan,,2,no,no,nan,nan
2853114,2024-08-27 15:15:53,nan,nan,66,100,150,207,nan,nan,nan,nan,90,144,130,137,116,166,104,187,133,181,nan,nan,,2,no,no,nan,nan
2853114,2024-08-27 15:15:53,nan,nan,66,100,150,207,nan,nan,nan,nan,90,144,130,137,116,166,104,187,133,181,nan,nan,,2,no,no,nan,nan
2853194,2024-08-27 15:15:53,nan,nan,67,103,154,213,nan,nan,nan,nan,91,145,132,138,116,167,103,189,135,182,157,nan,,2,no,no,nan,nan
2853194,2024-08-27 15:15:53,nan,nan,67,103,154,213,nan,nan,nan,nan,91,145,132,138,116,167,103,189,135,182,157,nan,,2,no,no,nan,nan
2853194,2024-08-27 15:15:53,nan,nan,67,103,154,213,nan,nan,nan,nan,91,145,132,138,116,167,103,189,135,182,157,nan,,2,no,no,nan,nan
2853274,2024-08-27 15:15:53,nan,nan,65,98,154,211,nan,nan,nan,nan,91,144,132,138,115,167,104,187,133,182,nan,nan,,2,no,no,nan,nan
2853274,2024-08-27 15:15:53,nan,nan,65,98,154,211,nan,nan,nan,nan,91,144,132,138,115,167,104,187,133,182,nan,nan,,2,no,no,nan,nan
2853294,2024-08-27 15:15:53,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,157,nan,,2,no,no,nan,nan
2853354,2024-08-27 15:16:12,nan,nan,68,100,154,212,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,2,no,no,nan,nan
2853354,2024-08-27 15:16:12,nan,nan,68,100,154,212,nan,nan,nan,nan,91,145,131,138,115,167,104,188,132,182,nan,nan,,2,no,no,nan,nan
2853394,2024-08-27 15:16:12,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,157,nan,,2,no,no,nan,nan
2853434,2024-08-27 15:16:12,nan,nan,68,100,153,211,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,2,no,no,nan,nan
2853434,2024-08-27 15:16:12,nan,nan,68,100,153,211,nan,nan,nan,nan,91,145,131,138,115,167,104,188,132,182,nan,nan,,2,no,no,nan,nan
2853494,2024-08-27 15:16:12,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,2,no,no,nan,nan
2853494,2024-08-27 15:16:12,nan,nan,nan,nan,nan,nan,406,416,392,404,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,2,no,no,nan,nan
2853494,2024-08-27 15:16:12,nan,nan,nan,nan,nan,nan,406,416,392,404,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,2,no,no,nan,nan
2853504,2024-08-27 15:16:12,nan,nan,nan,nan,nan,nan,542,530,550,544,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,2,no,no,nan,nan
2853504,2024-08-27 15:16:12,nan,nan,nan,nan,nan,nan,542,530,550,544,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,2,no,no,nan,nan
2853514,2024-08-27 15:16:12,405,542,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,,2,no,no,nan,nan
