timestamp,local_time,sensor_2,sensor_4,bbox_x1,bbox_y1,bbox_x2,bbox_y2,mv_1,mv_2,mv_3,mv_4,left_eye_x,left_eye_y,right_eye_x,right_eye_y,nose_x,nose_y,mouth_left_x,mouth_left_y,mouth_right_x,mouth_right_y,fhp,prediction,notes,user_id,alarm_notification,notification_interval,feedback,model_threshold,model_notes
13284168,2024-08-29 15:45:50,,,,,,,463.0,467.0,463.0,464.0,,,,,,,,,,,,,,-1,no,,,,
13284178,2024-08-29 15:45:50,,,,,,,521.0,532.0,528.0,527.0,,,,,,,,,,,,,,-1,no,,,,
13284188,2024-08-29 15:45:50,464.0,527.0,,,,,,,,,,,,,,,,,,,,,,-1,no,,,62.5,Thresholds changed from nan to 62.5 at 13284188 local time.
13284668,2024-08-29 15:45:57,,,,,,,465.0,467.0,463.0,464.0,,,,,,,,,,,,,,2,no,,,62.5,
13284678,2024-08-29 15:45:57,,,,,,,524.0,532.0,528.0,527.0,,,,,,,,,,,,,,2,no,,,62.5,
13284688,2024-08-29 15:45:57,465.0,528.0,,,,,,,,,,,,,,,,,,,,0.0,,2,no,,,62.5,
13285168,2024-08-29 15:45:57,,,,,,,465.0,487.0,463.0,464.0,,,,,,,,,,,,,,2,no,,,62.5,
13285178,2024-08-29 15:45:57,,,,,,,524.0,534.0,528.0,527.0,,,,,,,,,,,,,,2,no,,,62.5,
13285188,2024-08-29 15:45:57,470.0,528.0,,,,,,,,,,,,,,,,,,,,1.0,,2,no,,,62.5,
13285318,2024-08-29 15:45:57,,,83.0,95.0,158.0,200.0,,,,,104.0,133.0,138.0,135.0,119.0,155.0,108.0,169.0,133.0,170.0,,,,2,no,,,62.5,
13285368,2024-08-29 15:45:57,,,,,,,,,,,,,,,,,,,,,78.0,,,2,no,,,62.5,
13285398,2024-08-29 15:45:57,,,82.0,91.0,159.0,200.0,,,,,,,,,,,,,,,,,,2,no,,,62.5,
13285408,2024-08-29 15:45:57,,,,,,,,,,,103.0,131.0,140.0,132.0,120.0,156.0,107.0,172.0,137.0,173.0,,,,2,no,,,62.5,
13285468,2024-08-29 15:45:57,,,,,,,,,,,,,,,,,,,,,78.0,,,2,no,,,62.5,
13285478,2024-08-29 15:45:57,,,80.0,89.0,158.0,197.0,,,,,,,,,,,,,,,,,,2,no,,,62.5,
13285488,2024-08-29 15:45:57,,,,,,,,,,,102.0,130.0,140.0,130.0,121.0,154.0,108.0,172.0,135.0,172.0,,,,2,no,,,62.5,
13285558,2024-08-29 15:45:58,,,78.0,91.0,155.0,194.0,,,,,101.0,130.0,138.0,130.0,119.0,154.0,106.0,171.0,134.0,171.0,,,,2,yes,6.0,0.0,62.5,
13285568,2024-08-29 15:45:58,,,,,,,,,,,,,,,,,,,,,78.0,,,2,yes,6.0,0.0,62.5,
13285638,2024-08-29 15:45:58,,,78.0,90.0,154.0,193.0,,,,,100.0,130.0,137.0,130.0,118.0,153.0,106.0,171.0,132.0,171.0,,,,2,yes,6.0,0.0,62.5,
13285668,2024-08-29 15:45:58,,,,,,,465.0,487.0,518.0,464.0,,,,,,,,,,,,,,2,yes,6.0,0.0,62.5,
13285678,2024-08-29 15:45:58,,,,,,,524.0,534.0,638.0,527.0,,,,,,,,,,,,,,2,yes,6.0,0.0,62.5,
13285688,2024-08-29 15:45:58,484.0,556.0,,,,,,,,,,,,,,,,,,,92.0,0.0,,2,yes,6.0,0.0,62.5,
13285768,2024-08-29 15:45:58,,,,,,,,,,,,,,,,,,,,,92.0,,,2,yes,6.0,0.0,62.5,
13285868,2024-08-29 15:45:58,,,,,,,,,,,,,,,,,,,,,92.0,,,2,yes,6.0,0.0,62.5,
13285878,2024-08-29 15:45:58,,,75.0,92.0,153.0,195.0,,,,,99.0,133.0,136.0,132.0,119.0,157.0,106.0,173.0,135.0,172.0,,,,2,yes,6.0,0.0,62.5,
13285958,2024-08-29 15:45:58,,,77.0,94.0,153.0,195.0,,,,,99.0,135.0,136.0,133.0,118.0,158.0,105.0,173.0,133.0,172.0,,,,2,yes,6.0,0.0,62.5,
13285968,2024-08-29 15:45:58,,,,,,,,,,,,,,,,,,,,,92.0,,,2,yes,6.0,0.0,62.5,
13286038,2024-08-29 15:45:58,,,80.0,98.0,154.0,195.0,,,,,100.0,137.0,136.0,136.0,118.0,161.0,106.0,174.0,135.0,173.0,,,,2,yes,6.0,0.0,62.5,
13286068,2024-08-29 15:45:58,,,,,,,,,,,,,,,,,,,,,92.0,,,2,yes,6.0,0.0,62.5,
13286118,2024-08-29 15:45:58,,,80.0,100.0,154.0,197.0,,,,,101.0,139.0,137.0,137.0,120.0,162.0,107.0,176.0,135.0,175.0,,,,2,yes,6.0,0.0,62.5,
13286168,2024-08-29 15:45:58,,,,,,,465.0,487.0,518.0,523.0,,,,,,,,,,,,,,2,yes,6.0,0.0,62.5,
13286178,2024-08-29 15:45:58,,,,,,,524.0,534.0,638.0,656.0,,,,,,,,,,,,,,2,yes,6.0,0.0,62.5,
13286188,2024-08-29 15:45:58,498.0,588.0,,,,,,,,,,,,,,,,,,,110.0,0.0,,2,yes,6.0,0.0,62.5,
13286208,2024-08-29 15:45:58,,,80.0,99.0,155.0,196.0,,,,,102.0,138.0,139.0,136.0,121.0,162.0,108.0,176.0,137.0,174.0,,,,2,yes,6.0,0.0,62.5,
13286268,2024-08-29 15:45:58,,,,,,,,,,,,,,,,,,,,,110.0,,,2,yes,6.0,0.0,62.5,
13286278,2024-08-29 15:45:58,,,81.0,98.0,156.0,195.0,,,,,103.0,136.0,139.0,135.0,121.0,160.0,108.0,174.0,137.0,173.0,,,,2,yes,6.0,0.0,62.5,
13286358,2024-08-29 15:45:58,,,79.0,95.0,155.0,196.0,,,,,103.0,133.0,139.0,133.0,123.0,157.0,108.0,172.0,137.0,172.0,,,,2,yes,6.0,0.0,62.5,
13286368,2024-08-29 15:45:58,,,,,,,,,,,,,,,,,,,,,110.0,,,2,yes,6.0,0.0,62.5,
13286438,2024-08-29 15:45:58,,,82.0,94.0,156.0,193.0,,,,,104.0,132.0,139.0,130.0,123.0,155.0,110.0,172.0,137.0,170.0,,,,2,yes,6.0,0.0,62.5,
13286468,2024-08-29 15:45:58,,,,,,,,,,,,,,,,,,,,,110.0,,,2,yes,6.0,0.0,62.5,
13286518,2024-08-29 15:45:58,,,82.0,90.0,159.0,193.0,,,,,104.0,132.0,142.0,130.0,125.0,153.0,112.0,171.0,140.0,170.0,,,,2,yes,6.0,0.0,62.5,
13286568,2024-08-29 15:45:58,,,,,,,,,,,,,,,,,,,,,110.0,,,2,yes,6.0,0.0,62.5,
13286598,2024-08-29 15:45:58,,,86.0,93.0,158.0,189.0,,,,,106.0,130.0,141.0,128.0,124.0,152.0,112.0,168.0,138.0,167.0,,,,2,yes,6.0,0.0,62.5,
13286668,2024-08-29 15:45:59,,,,,,,539.0,487.0,518.0,523.0,,,,,,,,,,,,,,2,yes,6.0,0.0,62.5,
13286678,2024-08-29 15:45:59,,,86.0,91.0,160.0,192.0,665.0,534.0,638.0,656.0,,,,,,,,,,,,,,2,yes,6.0,0.0,62.5,
13286688,2024-08-29 15:45:59,517.0,623.0,,,,,,,,,106.0,129.0,142.0,128.0,125.0,153.0,112.0,169.0,140.0,168.0,,0.0,,2,yes,6.0,0.0,62.5,
13286708,2024-08-29 15:45:59,,,,,,,,,,,,,,,,,,,,,126.0,,,2,yes,6.0,0.0,62.5,
13286768,2024-08-29 15:45:59,,,87.0,92.0,161.0,192.0,,,,,108.0,129.0,143.0,128.0,126.0,153.0,114.0,170.0,141.0,169.0,126.0,,,2,yes,6.0,0.0,62.5,
13286838,2024-08-29 15:45:59,,,88.0,95.0,160.0,192.0,,,,,108.0,133.0,143.0,131.0,127.0,156.0,114.0,171.0,142.0,169.0,,,,2,yes,6.0,0.0,62.5,
13286868,2024-08-29 15:45:59,,,,,,,,,,,,,,,,,,,,,126.0,,,2,yes,6.0,0.0,62.5,
13286918,2024-08-29 15:45:59,,,88.0,98.0,160.0,195.0,,,,,108.0,136.0,144.0,134.0,127.0,159.0,114.0,174.0,141.0,173.0,,,,2,yes,6.0,0.0,62.5,
13286968,2024-08-29 15:45:59,,,,,,,,,,,,,,,,,,,,,126.0,,,2,yes,6.0,0.0,62.5,
13286998,2024-08-29 15:45:59,,,86.0,101.0,159.0,196.0,,,,,106.0,138.0,142.0,136.0,125.0,161.0,113.0,175.0,142.0,174.0,,,,2,yes,6.0,0.0,62.5,
13287068,2024-08-29 15:45:59,,,,,,,,,,,,,,,,,,,,,126.0,,,2,yes,6.0,0.0,62.5,
