timestamp,local_time,sensor_2,sensor_4,bbox_x1,bbox_y1,bbox_x2,bbox_y2,mv_1,mv_2,mv_3,mv_4,left_eye_x,left_eye_y,right_eye_x,right_eye_y,nose_x,nose_y,mouth_left_x,mouth_left_y,mouth_right_x,mouth_right_y,fhp,prediction,notes,user_id,bad_posture_command,alarm_notification,notification_interval,feedback,model_threshold,model_notes
178344,2024-08-27 14:31:18,,,74.0,87.0,147.0,185.0,,,,,94.0,129.0,130.0,124.0,116.0,152.0,103.0,167.0,131.0,163.0,,,,-1,no,no,,,,
178394,2024-08-27 14:31:18,,,,,,,,,,,,,,,,,,,,,175.0,,,-1,no,no,,,,
178424,2024-08-27 14:31:18,,,72.0,87.0,146.0,186.0,,,,,95.0,129.0,130.0,125.0,117.0,152.0,104.0,168.0,131.0,165.0,,,,-1,no,no,,,,
178494,2024-08-27 14:31:18,,,,,,,454.0,462.0,422.0,443.0,,,,,,,,,,,,,,-1,no,no,,,,
178504,2024-08-27 14:31:18,,,72.0,87.0,146.0,186.0,599.0,603.0,590.0,588.0,,,,,,,,,,,,,,-1,no,no,,,,
178514,2024-08-27 14:31:18,445.0,595.0,,,,,,,,,95.0,129.0,130.0,125.0,116.0,152.0,102.0,167.0,131.0,164.0,,,,-1,no,no,,,62.5,Thresholds changed from nan to 62.5 at 178514 local time.
178534,2024-08-27 14:31:24,,,,,,,,,,,,,,,,,,,,,170.0,,,2,no,no,,,62.5,
178584,2024-08-27 14:31:24,,,72.0,87.0,146.0,186.0,,,,,95.0,129.0,130.0,125.0,117.0,151.0,104.0,168.0,130.0,165.0,,,,2,no,no,,,62.5,
178594,2024-08-27 14:31:24,,,,,,,,,,,,,,,,,,,,,170.0,,,2,no,no,,,62.5,
178664,2024-08-27 14:31:24,,,73.0,87.0,147.0,185.0,,,,,95.0,129.0,130.0,124.0,117.0,151.0,103.0,167.0,132.0,163.0,,,,2,no,no,,,62.5,
178694,2024-08-27 14:31:24,,,,,,,,,,,,,,,,,,,,,170.0,,,2,no,no,,,62.5,
178744,2024-08-27 14:31:25,,,73.0,87.0,145.0,185.0,,,,,94.0,129.0,130.0,124.0,116.0,151.0,104.0,168.0,131.0,164.0,,,,2,no,no,,,62.5,
178794,2024-08-27 14:31:25,,,,,,,,,,,,,,,,,,,,,170.0,,,2,no,no,,,62.5,
