timestamp,local_time,sensor_2,sensor_4,bbox_x1,bbox_y1,bbox_x2,bbox_y2,mv_1,mv_2,mv_3,mv_4,left_eye_x,left_eye_y,right_eye_x,right_eye_y,nose_x,nose_y,mouth_left_x,mouth_left_y,mouth_right_x,mouth_right_y,fhp,prediction,notes,user_id,alarm_notification,notification_interval,feedback,model_threshold,model_notes
18435098,2024-08-29 17:11:41,,,55.0,91.0,137.0,202.0,,,,,75.0,131.0,113.0,133.0,90.0,157.0,77.0,171.0,110.0,174.0,,,,-1,no,,,,
18435168,2024-08-29 17:11:41,,,,,,,491.0,490.0,490.0,489.0,,,,,,,,,,,,,,-1,no,,,,
18435178,2024-08-29 17:11:42,,,56.0,94.0,135.0,199.0,600.0,598.0,599.0,600.0,,,,,,,,,,,,,,-1,no,,,,
18435188,2024-08-29 17:11:42,490.0,599.0,,,,,,,,,74.0,132.0,112.0,133.0,90.0,157.0,79.0,172.0,107.0,174.0,,,,-1,no,,,,
18435208,2024-08-29 17:11:42,,,,,,,,,,,,,,,,,,,,,129.0,,,-1,no,,,,
18435268,2024-08-29 17:11:42,,,56.0,92.0,134.0,198.0,,,,,74.0,131.0,110.0,133.0,89.0,157.0,78.0,171.0,107.0,173.0,129.0,,,-1,no,,,,
18435338,2024-08-29 17:11:42,,,57.0,93.0,135.0,200.0,,,,,75.0,131.0,111.0,133.0,89.0,158.0,79.0,171.0,107.0,173.0,,,,-1,no,,,,
18435368,2024-08-29 17:11:42,,,,,,,,,,,,,,,,,,,,,129.0,,,-1,no,,,,
18435418,2024-08-29 17:11:42,,,57.0,92.0,135.0,200.0,,,,,75.0,131.0,111.0,133.0,88.0,157.0,79.0,171.0,107.0,173.0,,,,-1,no,,,,
18435468,2024-08-29 17:11:42,,,,,,,,,,,,,,,,,,,,,129.0,,,-1,no,,,,
18435498,2024-08-29 17:11:42,,,57.0,91.0,135.0,199.0,,,,,76.0,131.0,112.0,133.0,91.0,158.0,80.0,171.0,108.0,173.0,,,,-1,no,,,,
18435568,2024-08-29 17:11:42,,,,,,,,,,,,,,,,,,,,,129.0,,,-1,no,,,,
